Video ID,Author,Comment
zPRIW50IYGU,@besniklusha1624,kanali ndiqet marina isufi
zPRIW50IYGU,@ermirakasa4924,saliut
zPRIW50IYGU,@ermirakasa4924,vjen ke kemba
zPRIW50IYGU,@ermirakasa4924,bravo
zPRIW50IYGU,@ermirakasa4924,po more
zPRIW50IYGU,@johnnydepp4667,ca rrote kari ky rama
zPRIW50IYGU,@klebetabollati6551,bo sa original sa mire fantastisch fare suksese
zPRIW50IYGU,@Black_Wolf85,dia qe emisionet shqiptar kaq qesh edge humor bravo
zPRIW50IYGU,@MS-fn8qz,duan shqiptaret sali varasesin qe cdo njeri vra qe eka se asht ma zoti se ai plakush vrau sokol olldashin qe ishte mret saliu vjen anash ktij bobit ktu ne studio per albanon skamfjale ashte mreti humorit shqiptar
zPRIW50IYGU,@vlore-vlora5623,sa parë
zPRIW50IYGU,@klotildacenko2293,njesh edi rama
zPRIW50IYGU,@olgertgertyy2759,sa lot intervist
zPRIW50IYGU,@besnik3177,ke myt krejt fol per
zPRIW50IYGU,@hergimilaqi3571,sa madh albano bashk edi mbarova
zPRIW50IYGU,@alban2804,top show
zPRIW50IYGU,@fgjioppuyt,shum kryminister modern hije artist kryeminister kupton mir gallaten
zPRIW50IYGU,@hergimilaqi3571,shife ca pritje be flamur pd lule sdi ca bej ajo tjetra po bej nje pyetje qe intereson shqiptareve rruhesh o burr
zPRIW50IYGU,@hergimilaqi3571,ste vjen turp provokator doni beshin skulpturen tuaj rroba apo nudo ikim bashk ne plazh heqim gjitha fap batutat ne forta
zPRIW50IYGU,@donxhon5103,bravo edirama bravo
zPRIW50IYGU,@anxhelabanaj4838,rama sa her esht para zgjedhjeve shkon ne nje emisjon humori di bej reklam vetesse shqiptari dihet humor do t kenaqet
zPRIW50IYGU,@ardonisagalantzi9284,zoti rama shume zgjuar
zPRIW50IYGU,@sopranomezzo3886,hallelujah o bogdo o mbret love you o nipi komshive fisnikve bogdo viajturve fantastic
zPRIW50IYGU,@sopranomezzo3886,hallelujah o bogdo o mbret love you o nipi lagjes se viajturve
zPRIW50IYGU,@sopranomezzo3886,hallelujah o bogdo o mbret love you o nipi lagjes se viajturve
zPRIW50IYGU,@arnaldoveliaj9872,shume bukur
zPRIW50IYGU,@fatosburraj9226,kte pjesen sali berishes bere sikur se degjovese po ishte saliu vjec mandatin trete do shihje jo dylbi por teleskopin galileut loot
zPRIW50IYGU,@adeliokapllanaj107,pyt
zPRIW50IYGU,@filetema2011,bised fuck lezet rama per lulin he malaka
zPRIW50IYGU,@gezimkaba2167,eshte shume per qeshur
zPRIW50IYGU,@suelahyka384,uiskurskks iyyyyyyyjidjkkskkeewjaawuawyyawyaauuaakrakuyrfgedruiaalaoiauiiriialiencnc yyyhjyuomwmaaajaaeujeeijqawwaiiid
zPRIW50IYGU,@olsikocli6592,edi tu tall leshet kundershtaretdhe vertet varrosi gjitheme korrupsion apo korrupsion
zPRIW50IYGU,@armendzikolli292,qfar publiku pldh
zPRIW50IYGU,@ardiangjata7819,mbi flamurin vendosi lulet ne shenje rrespekti klasik edi rama
zPRIW50IYGU,@Xh-rf7qf,fitore ps
zPRIW50IYGU,@diogenis777,baaaaaashaaaa bashaaaaaa baaaaashaaaaa basha basha baaaashaaabaaaashaaaa baaaaaaashaaaaaa baaashaaa baaashaaaaaaaa
zPRIW50IYGU,@shpresaodeidahenkamilkonja2882,edi rama vite qe kerkoj nje bised minutshe shpresa finlanda v shkelur ne shqiperi jet
zPRIW50IYGU,@mishtakueterinda5767,looooooottttt ramaaaaaa dy legjenda
zPRIW50IYGU,@vasiltasoulas8297,simpati për edi ramën por mbas ksaj intervistë mu fëlliq fare bravo qoftë albano ja nxore bojen fare
zPRIW50IYGU,@evabushaj6253,hahahahahah sa qeshqa
zPRIW50IYGU,@renatoooo8732,albano madh mire ja bete
zPRIW50IYGU,@nimetbeqo2270,kur pashë ty fillova mendoj se në shqipëri ditë do ketëdemokracitë përshëndes paktën artistë bëjnë art gëzohem sa ketë art frymëmarjeka jetëfaleminderit albano faleminderit
zPRIW50IYGU,@freestyloo231,qeshmja artificialle ben ket shum bajat
zPRIW50IYGU,@negisanegi913,albano legjend
zPRIW50IYGU,@edrahoxha,spektakel nje super ironi dy super fantastike
zPRIW50IYGU,@BC-bt7hu,propaganda paska ndryshuar formë në shqipëri tani quajtka humor
zPRIW50IYGU,@edjunior4999,vet fakti qe kane ftuar ne emision pavaresisht shakave pyetjeve spec eshte gabim sepse relativizon kete keqqeverisjen vjecare
zPRIW50IYGU,@mpoint4736,rroni vete rastin vendosjes se luleve
zPRIW50IYGU,@argjentjashari7548,qeshurat artificiale pengojne shume emisionin eshte perfekt
zPRIW50IYGU,@papatilitiliontop2234,gjith po falendoroni albanon por gjith arth per degjuar edi ramen bythqirsaaa
zPRIW50IYGU,@wweroman1537,rama jo basha
zPRIW50IYGU,@eri.pokeri9349,pak fjal albano ësht humorit shqiptar
zPRIW50IYGU,@silvishoraj9521,zem sikur ishte floriani luan rolin edi rama qysh luan roli ne portokalli esht gallat
zPRIW50IYGU,@FatimiliKelgjyr,dekaaaaa hahahah pytje hall gjith shqiptarve nk rruheshhahahhaahaaha legjend
zPRIW50IYGU,@parisprenga6760,rruhesh mo burr
zPRIW50IYGU,@erjoneri8160,njoni ps se tjt
zPRIW50IYGU,@festi9605,o skenderbe o ismail fortee eshte
zPRIW50IYGU,@annaromanu1511,quhet aktorja qe shikon filxhanin
zPRIW50IYGU,@Gatimeshqiptare584,oh rujt zoti albano bravo
zPRIW50IYGU,@SILVER43562,madh edi
zPRIW50IYGU,@ffemiljano8891,burr shteti
zPRIW50IYGU,@Noons_nobody123,ja beri doren edi rama atij kur po hiqte rruazat asaj
zPRIW50IYGU,@vjollcagjoleka2185,albano ty agron llaken par bravo bravo un klanifornin shof vetem se jeti
zPRIW50IYGU,@iristafaj4171,albano the best actor
zPRIW50IYGU,@aniana79,çfare droge pi
zPRIW50IYGU,@florinnoka4242,kte flliqsiren paska ble per albano gjigand
zPRIW50IYGU,@GjoniClan,kalu normen kyt fake qeshunin pubikes
zPRIW50IYGU,@edwardi.1,kulmi tere humorit thelbi tere intervistes bravo albano
zPRIW50IYGU,@zoicashehu,hahahahaahahaha lot
zPRIW50IYGU,@brunobru1121,haahahahhahhahh sa efort rama rrot kari po esht umorist ben per vete legeni
zPRIW50IYGU,@besmirbakiu8163,ahahhahahahaha na kenaqet shum o albano math
zPRIW50IYGU,@emyfier6648,qeshur ngjeshure bravo albano
zPRIW50IYGU,@brunobru1121,po rama shum serjoz
zPRIW50IYGU,@Henrik_channel,lumte bogdo
zPRIW50IYGU,@OnAirFM-qc5bt,po ishte saliu vjeç mandatin tret do shihje jo dylbi po teleskopin galileut hahahahahha legjenddd
zPRIW50IYGU,@nick-diamonddash4720,albano por rama dyte
zPRIW50IYGU,@doridulja6070,oooo zot sa qesh
zPRIW50IYGU,@floridaflorida6945,sa idiotsira
zPRIW50IYGU,@rezartasula4143,brovo shum bukur
zPRIW50IYGU,@gjovalinpreci4773,se shqiptar se duhesh varur per kembesh o flliqet
zPRIW50IYGU,@visidj1946,qesh njesh bravo
zPRIW50IYGU,@astonmartin1954,po na cat trapin hahahah fallco qe bo o rrota kari asgje skuptojm
zPRIW50IYGU,@rajan2173,ne tendenze
zPRIW50IYGU,@edmondlevenaj5349,pare bravo
zPRIW50IYGU,@kamezkamez6988,kurr skam qesh shum duke kte emidjonin klanifornia ishte perl edin fjal lishe kaiher albano po bote kaiher nice basha
zPRIW50IYGU,@sotiriskurmetas9170,dhenderrin rruajne ne funde talle trapin llumin qe ngele ne shqiperi
zPRIW50IYGU,@xhildakamberaj4431,është fantastik intervista bukur parë
zPRIW50IYGU,@marselcela1448,o rama qeke lot
zPRIW50IYGU,@vasilikasinani5265,paharriteshem albanooo
zPRIW50IYGU,@kn3911,bombardu pz bravo albano
zPRIW50IYGU,@nikolasbako1994,lot prz
zPRIW50IYGU,@animestuff5234,kta dy jane njesojnjeri m ps se tjetri hahaha po albano eshte icik ps
zPRIW50IYGU,@endritgurra6530,albano madhëprshnga kosova
zPRIW50IYGU,@alesalea3182,kryminister flori
zPRIW50IYGU,@heyme3279,fitoreeee ramaaaaaaa
zPRIW50IYGU,@albiking3517,hahahahahahaha niceeeeeeeeee
zPRIW50IYGU,@akilkodra3430,gjithmon gjigant edi rama
zPRIW50IYGU,@danielmema9153,lot gjiganda o lushi funi fare
zPRIW50IYGU,@zelijanameko2370,lulet la mbi flamur ne varreza dmth
zPRIW50IYGU,@boominfo,prsh gjitheve ju lutem kaloni faqa ime per rejat fundit faleminderit
zPRIW50IYGU,@boominfo,prsh gjitheve ju lutem kaloni faqa ime per rejat fundit faleminderit
zPRIW50IYGU,@boominfo,prsh gjitheve ju lutem kaloni faqa ime per rejat fundit faleminderit
zPRIW50IYGU,@blackblery316,keto shet euro
zPRIW50IYGU,@doriankercuku9335,rrespekte qenka vetmi qe doli ball per ball edi rames sepse ai ja di trurin ktij populli normal ben ashtu se atij intereson edit bashes
zPRIW50IYGU,@editr9288,albano madhpor rama është tjetër planet
zPRIW50IYGU,@dhimoku8669,thire lulin për pashkë se na duhet pak humor rastë feste albano po thërite shar monika likesmos harro liken se do pyeç për lingotat ku fsheurje flori o figurëëë përshëndes
zPRIW50IYGU,@dhimoku8669,bravo pyetjet tamam thumba për kenon
zPRIW50IYGU,@klevisdervishi2174,ku shihesh nudo
zPRIW50IYGU,@liliadamo8926,albano na shkrive duke qeshur ramen qeshur lot tot
zPRIW50IYGU,@simoskristokristo2694,vetem ne shqiperi behen keto gjera humore kryeministrin bashke hajde hajd shqiperi kush na udhetone arthe keqe
zPRIW50IYGU,@sabibaliaj7187,ku kukue medet per kryeministerin qe kan shqiptarethajgare gallatpor shume gomellatne gjitha punet
zPRIW50IYGU,@noizygang2411,kape dor kape se do kap un
zPRIW50IYGU,@albaniaalbi8557,per aktor ja vlen rama
zPRIW50IYGU,@llilazekthi2428,edi esht boss
zPRIW50IYGU,@filanfisteku5688,bukur
zPRIW50IYGU,@beyou7684,madh edi
zPRIW50IYGU,@ergestkaja7075,o kumunista leksha
zPRIW50IYGU,@heusue6590,hahahahahahahaahhahaah
zPRIW50IYGU,@rexhinaboci6363,loooot lot lot albano super aktorpor skishte humor ishte force ajo qe bere bravo qeshur ngjeshur
zPRIW50IYGU,@ilgrandearthas6429,xhesti r p
zPRIW50IYGU,@overpaver9752,qift ketri familjen o edi ropqiri
zPRIW50IYGU,@elamurrizi9353,kryeminster fodull pare qe humorin marre seriozisht beje muhabete klubesh fole sikur ky eshte zoti ulu podiumi o kryeminster se do theje nje dite zoti qafen ji pak modestalbano bravo mbajte qendrim kur ky gjati beri fortin turp vije trupi pyll mendja fyll
zPRIW50IYGU,@thehuman9117,ooo albano o rent pika njesh bjeri hajvanit se smerr vesh epo cfar mode eshte kapele kostum atlete
zPRIW50IYGU,@billiss3348,albano njesh ben punen tendekaragjoz kryeminister ku vete shkerdhefsha familjen
zPRIW50IYGU,@blerimameti4434,ahhahhahahahahh
zPRIW50IYGU,@zenelkadiu836,medet kush na qeveris edi rama pupupupu zot na ruaj
zPRIW50IYGU,@Albania-jd6qf,shaka po ja fut do t mira ahhaaha
zPRIW50IYGU,@xhulianomurati5154,deshtuar ska
zPRIW50IYGU,@xhulianomurati5154,o sa ke tall bythen o albanobogdo hallall ky deri dielen bileten preme
zPRIW50IYGU,@ramadangjirokaster8352,yll albanokush arrin kuptojë thelbinrespekte o djalë king
zPRIW50IYGU,@eraldkkj7228,ahahahahaha bravo albanobogdo per pytjet por hallall edirama per pergjigjet taman ken nji skeç qeshme ngjeshme
zPRIW50IYGU,@one_jo23,hahah o albano ca futme mire bere salen po mjer ata barbona qe votojn kte langaraqin kte drogaxhiun qe njef gjithe bota mafje
zPRIW50IYGU,@LelloBrandiOsanna,o zot lot
zPRIW50IYGU,@aranitbala262,vk boll batuta na ca trapi
zPRIW50IYGU,@blerikrasniqi6790,hhhahaha bravo
zPRIW50IYGU,@dodadoda2699,bravo klanifornia ket po rrit vlerat politikanet qe thirr aty kupton se cfar niveli kan na thirr lulin shohim arrin rezistoj humor bej politik apo ngaterrohet ne matematik humor ky kaloj proven vure ne shum veshtirsi
zPRIW50IYGU,@leamarku1110,ramaaaaaa ikkkkkkkkk
zPRIW50IYGU,@skerdilici9586,albano bogdo lumte pushka
zPRIW50IYGU,@AV-so5xi,ai t sjell nje bisht kali
zPRIW50IYGU,@AV-so5xi,marsh ditet mija
zPRIW50IYGU,@erjonahila2968,haaahhaaaaa
zPRIW50IYGU,@kosmos3473,ghaaaa tallje kare paramendim
zPRIW50IYGU,@kosmos3473,personazhet ironik tshqipris
zPRIW50IYGU,@DONXHONI-hg5sq,ramës hash mutin
zPRIW50IYGU,@albakoshovari1327,tkuar albanon
zPRIW50IYGU,@mirakaraj7882,lot qeshur
zPRIW50IYGU,@sabsabina8112,ohalet kombit
zPRIW50IYGU,@meruankasaj8755,para pd
zPRIW50IYGU,@jetmirfr8305,ke degjeneru
zPRIW50IYGU,@natashacela4271,hashe karin edi ram
zPRIW50IYGU,@xhonidervishi4412,edi shpejgoi shpjegoi albano ça droge pi se mora vesh asgjë
zPRIW50IYGU,@anxhelahoxha6786,ah t lumt jo t qeshur ngjeshur
zPRIW50IYGU,@moonchild4934,madh bogdoia plasi gjitha ne fytyre
zPRIW50IYGU,@gatiqameti3478,qyqa sa tarallak qenka ky mrame
zPRIW50IYGU,@italianostra515,o rama ke humor banal ik ne emisione se po tallin bythen
zPRIW50IYGU,@ersa800,edi ramasa zgjuar
zPRIW50IYGU,@vlorealbania5262,rama hallall
zPRIW50IYGU,@malvinatola3490,rama ardhmja shyqyr solli vaksinen ishte per bashen ishim gjall ne
zPRIW50IYGU,@martevladi3434,ai asht vet humorist
zPRIW50IYGU,@selmankadra8465,ik ore vl klanikaja
zPRIW50IYGU,@flashMC223,nje pyetje per edi ramen sa lek ben
zPRIW50IYGU,@jonac1144,he shpitri zemra zoti na ruajt seksist ndyre
zPRIW50IYGU,@lencilenci5048,rama ikk
zPRIW50IYGU,@MsPain1985,o zot s ame shkrine mua delinda
zPRIW50IYGU,@fehmiveseli1471,edi mo humorist se albano
zPRIW50IYGU,@fehmiveseli1471,o edo
zPRIW50IYGU,@brunarotaru1243,para delinda eshte bere bajate farena hapi barkun servile ne kulm gjithe por kte dhi deri ne gryke dyta njohim gjithe kryeministrat botes kane karakter burreror mbajne postin dinjitet po ky joni arrogant mendjemadh qe duket vetja skenderbeu qe arrin maj thoit skenderbeut jo therrasin ashtubej per popullin o edi leri pordhet se skemi ku shesim vet treta bravo albano ja ke dhi komplet ed karagjozit uroj qe fitoj zgjedhjet ai qe mendon per popullin jo per vete pace and love
zPRIW50IYGU,@klmsps5576,muzika hyrjes
zPRIW50IYGU,@xhevegjeli6045,mua duket personale shumpo cfar paskan personale keto t dy arrogant madh kryeministi per euro thot po jepi ca o kryeministri s ske ku con
zPRIW50IYGU,@ArbnorTefiki,rama legjende sfidosh albanon humor eshte aftesi vertete
zPRIW50IYGU,@arditapagia8163,marsh ditet mia se dit kane ngel
zPRIW50IYGU,@vesaserena2416,haaaa
zPRIW50IYGU,@AmirDrenica,ky humorisiti po qe rrezoi gjith gazetaret pyetje duhura
zPRIW50IYGU,@vesaserena2416,mathe
zPRIW50IYGU,@xhimihoxhaj5772,bravo djaloshitme qeshur ngjeshur
zPRIW50IYGU,@rijadalimi4500,hejehehehhejeh madh rama
zPRIW50IYGU,@shijak-jm6by,kete radhe ps fiton shqiperianuk mund marre cdo gje gati pd pas tete vjetesh filloje para bravo qeveria rama
zPRIW50IYGU,@florjankacaj1459,cfarw droge pi shikimi ramush kokaina
zPRIW50IYGU,@lumturiqosja5867,bra vo rragaz
zPRIW50IYGU,@lumturiqosja5867,b
zPRIW50IYGU,@masskillmasivkill8103,basha basha rrofte edi rama
zPRIW50IYGU,@shqiponjashqiponje697,kur është bërë edvini km nu k gjenë brisqe rruhet mushkonja fluturuse thehet rrota traspontojn qumështin ky pi është veçant ai kruhen hundrt
zPRIW50IYGU,@ivanciglar560,mbas zgjedhjeve vritet humoristi albano bogdo per arsye paqarta
zPRIW50IYGU,@vanagk2708,president europe jee gjyna qe ne shqiperi
zPRIW50IYGU,@Linda-et3lu,sa pare qe eshte ky kryeministri jone bravo kete radhe do fitosh se meriton
zPRIW50IYGU,@arildadauti357,ahhahahahahaha lot
zPRIW50IYGU,@promithefs,ec aty o gjigand
zPRIW50IYGU,@noreason7737,hera pare qe ke tregu qe gilberti vertete blendi fallco
zPRIW50IYGU,@mamurras007,mo zot ma keq
zPRIW50IYGU,@mamurras007,kryeminister lumsha
zPRIW50IYGU,@mamurras007,sa kopil ba o bogdo
zPRIW50IYGU,@arildadauti357,cfar paskam humbur
zPRIW50IYGU,@gazihasanaj5058,ky esht gnigand n vdo drjtim bravo zoti rama do zoti se mer luli se na piu zeza shqiperi
zPRIW50IYGU,@azmirabutzer5464,o edi o yll bote mundesi pas hije gjithshka madh uroj qe tani per fitoren sigurt prillit fitore psja
zPRIW50IYGU,@MyLove-fy1sr,qenka aktor rama se albano
zPRIW50IYGU,@tirona7774,tu dredh qerpiku papar plak bravoo
zPRIW50IYGU,@elvanarrasa2342,leri skedinat jepi lulit jep ooo sa qeshaa sudja
zPRIW50IYGU,@elvanarrasa2342,ooo zoot sa qeshaa hani m rames ju raft mira
zPRIW50IYGU,@thanaspaskali4,thuj lushi nje agim nje shpetim cfare ke veta inat kane por mutin tu hac
zPRIW50IYGU,@ermalsukthi,hahahaha
zPRIW50IYGU,@D.N.GlobalConsulting,lezetshem
zPRIW50IYGU,@lorik0109,qe shkaterru bodo tregon qe shum hajme bar kete mar vesh edi rama por vota kerkon qe esht ore ne tv internet protagonisti kryesor ne show actor madh kryeministri
zPRIW50IYGU,@hasanpapajalbana8652,zbor bani nji humorist
zPRIW50IYGU,@hasanpapajalbana8652,ty more edvin kriza cmendur
zPRIW50IYGU,@miamia8110,haha myt ky loqja gjat corientu se prit eshte msu ata qe blen rrespekte albano bogdo
zPRIW50IYGU,@ekremseferi6369,ngaterru psikiatrin ky rpq
zPRIW50IYGU,@gentianhalilaj3765,albano gjigand pz
zPRIW50IYGU,@klodianzenunllari9323,bravo albano bere per nji lek legenin
zPRIW50IYGU,@thanaspaskali4,po mbas prillit cdo na thuash more psikopat do gajasen njerezit keto gomarlleqet tua more drogaxhi
zPRIW50IYGU,@rudinahavari7862,o zot lot shikimi filxhanit
zPRIW50IYGU,@sajmiramehmetaj9691,kryeministrit vjen ne fund kemesi skuth o budadh hengret bishtin ty or shkrete
zPRIW50IYGU,@albanmerdari2734,na henksh mu o edvin kopili
zPRIW50IYGU,@behartotraku2895,albano gjiganti
zPRIW50IYGU,@albaniacity3532,qa tipash
zPRIW50IYGU,@bbyterror5824,keta kan bo shum bukur edi ramen
zPRIW50IYGU,@alvisvazelos,saliu bente ty por mplak fat
zPRIW50IYGU,@myzejenhalili9808,edi rama hajdut
zPRIW50IYGU,@eneantotse1634,qendrrime qarta hahahahaha
zPRIW50IYGU,@vichaslli1155,jom jashte shtetit mvje keq qe ste votoj dot edi rama
zPRIW50IYGU,@sannijakupi2796,respekt edi rama krieministri shqiptaris
zPRIW50IYGU,@bejebeqiri3262,lot qeshur albano
zPRIW50IYGU,@vichaslli1155,la lulet flamurit pd dmth rip partia demokratike
zPRIW50IYGU,@reioosaekercejketelengmaco6697,po lezet nji skulpturë mikel it bëjën edi ramës
zPRIW50IYGU,@lencile5023,rama ikk
zPRIW50IYGU,@Illyriankgv2010,gjiganddd rama
zPRIW50IYGU,@nutragardens6632,sa madhe bravo
zPRIW50IYGU,@edisontroqe,do plasin puset naftes
zPRIW50IYGU,@lokuloku4628,rama mortja ik ik ik ik ik
zPRIW50IYGU,@lokuloku4628,kalu ky tu besu indiant diamn gjiknuri vaj medet ndore kujt jane shqiptaret
zPRIW50IYGU,@gentipelivan205,car droge pi mo vella ste mora vesh farei papar
zPRIW50IYGU,@vidioshqip8376,o banee
zPRIW50IYGU,@mariondreca6212,legjend kombetare albani
zPRIW50IYGU,@eni746,do ishte mire ato pyetje merrnin përgjigje reale
zPRIW50IYGU,@ina5253,edi madh
zPRIW50IYGU,@derenserat2674,se bukur se un hahahahahhaha lumt bogdo
zPRIW50IYGU,@keinraca7916,sa reklam po boni rames klani topi sa leke madhe hedhur rama o popull ky televizione jepe shuma lekesh qe ne ne ender pare keto leke vijne gjithe taksat tona ne emer ketyre televizioneve qe sponsorizohen rama ky ne na vjedhe eshte shqiperia jone o pupull keto televizione jane mafioze sepse keto marrin leket tona nje kryeminister hajdut televionet jane hajdute
zPRIW50IYGU,@LoveYou-or9qe,edit bisha
zPRIW50IYGU,@ylligorreja6595,madh rama bravo fitore
zPRIW50IYGU,@noreason7737,po sa kan arrit tall karin booo boooo ndodh naj her ne histori po kur arrogant nrm qe do kene lehte tallin trapin
zPRIW50IYGU,@koshala25,kosovar ama ma mire se edi ramen
zPRIW50IYGU,@ervisndoj9672,vetem nje humorist ja plas ne ftyr nje politikani po rama ne dore situaten askush pare bere dicka tille qe dalesh para pyetjeve veshtira nje humoristi po more ksaj radhe do kthehem do mar armen se ata klysh bushtre saliu luli vodhen femirine rinine dogjen shpirtin mua krejt brezit tim ze be per qjell per
zPRIW50IYGU,@albaguzuna3840,humor bio grandeeeee alban bogdo batutat spontanetamam aktor humori
zPRIW50IYGU,@justinianthegreat154,legjendar
zPRIW50IYGU,@liliadamo8926,bravo bravo albano na ke be qesh lot
zPRIW50IYGU,@elliehotie4788,albano sa rrot qe osh ky
zPRIW50IYGU,@onna7232,ahhahhahahhahhahahahahahhhahahahha
zPRIW50IYGU,@vitedrite4145,eshte pamundur fitosh ne debat ramen humbi shume pike albanua shume interviste dobet
zPRIW50IYGU,@altinkosova4120,rama x
zPRIW50IYGU,@sekmarashi2205,myt bythqirin bravo albano
zPRIW50IYGU,@SK-fw3xh,rrac rraca shqipetarve udhëhiqet lloj njeri ky është ofendimi math kalur rrac
zPRIW50IYGU,@SK-fw3xh,turpi math shqiptarve
zPRIW50IYGU,@luljetamecani9824,lushi pame brava lushi origjinale
zPRIW50IYGU,@SK-fw3xh,o edi o turpi shqipërisë
zPRIW50IYGU,@ermalgjyla9469,bravoo z kryeminister
zPRIW50IYGU,@SK-fw3xh,hajde turp shqipris hajde o turpi shqipërisë shqiptarët kanë bere shume gabime në histori po ky është gabimi math bëre
zPRIW50IYGU,@tzelesigrup711,ik ma rrot kryeminister k skam ma
zPRIW50IYGU,@badvideo4265,hahaha spektakel ke ber albano bravo
zPRIW50IYGU,@erviskothere6260,futur humoriste tjere jashte se vinte vete ky per rritur audiencenpropagande deshtuar
zPRIW50IYGU,@luljetamecani9824,edi tall menderen kete
zPRIW50IYGU,@a.mmullaj1790,haha gjeniale hahahahaha
zPRIW50IYGU,@robertzaku9110,politik po rrisni audiencen se ndryshe do rankuar fundit
zPRIW50IYGU,@Flavjanameta9933,hhhhaaa
zPRIW50IYGU,@meritalamaj5209,likja vjen anash ketij
zPRIW50IYGU,@lindx9089,kruaj fort hahahhaha pav alboo qe ja terheki vrejtjen se t qihet mami
zPRIW50IYGU,@tonylika2975,albano ja mylli gojen shum her fakte reale bravo albano
zPRIW50IYGU,@lazailuan2731,besoj se njeri edi do kete tjeter ne shqiperi edi ik sa jesh gjalle rri ne krye ps ik rri ne krye qeverise sa keshe fryme ik rri per inate krimineohajduteinjorante opozitesqendro ik sa keshe fryme per miren popullit shqiperiperise rrofsh paç jet gjate o gjigand qe fat shqiptareve qe ekzitoni kryeminister pershendetje fitore ne zgjedhje
zPRIW50IYGU,@zhaklina1140,rruget qe beri ps eshte mundur qe basha bej qytete ne nje ditene kohen metes berishes duhej nje dite shkoje ne durres ore kukull sales brekelares monikes
zPRIW50IYGU,@topshortstory95,madh alban
zPRIW50IYGU,@mirabaruti3582,fatastik
zPRIW50IYGU,@leonardfrroku6595,bravo bravo
zPRIW50IYGU,@littlesunshine2915,kur ja bani jo flamurin ne toke ja vuni flamurin ne tavoline lulet funeralit siper sikur vdek pd madh
zPRIW50IYGU,@nebiuruci709,rama
zPRIW50IYGU,@lauragj.1437,rama
zPRIW50IYGU,@rejhanasadiki8299,vure veremin
zPRIW50IYGU,@lauragj.1437,lani kte ktu
zPRIW50IYGU,@lauragj.1437,delinda prz madhe
zPRIW50IYGU,@lauragj.1437,more burre albano madh rama gjithmone king
zPRIW50IYGU,@rejhanasadiki8299,ste vjen turp
zPRIW50IYGU,@lauragj.1437,lotttrama king albano delinda pjesa bukur
zPRIW50IYGU,@besbau3803,ju lumte zoti rama esht nje knaqsi madhe qe kryeministrin coolje yll zoti kryeminister
zPRIW50IYGU,@rinahasa4674,medhenj qe dy edi albano ju dua shume
zPRIW50IYGU,@autotuningservice,lot lot lot iki politika eshte madh aty ju
zPRIW50IYGU,@l.s9090,eshte emision humori o ju legjendat qe komentoni siu pergjigje pytjeve thote
zPRIW50IYGU,@guxhollii5139,car trapin kti populli vetem politik ne qe jasht po na delin kudo kta
zPRIW50IYGU,@kingalbania1624,na cat karin ato qeshurat fallco degjuam gje ca thane
zPRIW50IYGU,@Samsung-ex8gv,kush eshte per nr
zPRIW50IYGU,@imalone1336,rama ik
zPRIW50IYGU,@imalone1336,rama ik
zPRIW50IYGU,@galaxys3959,sa poshte ke rene mor njerido besh humorefundit mbetalbano paparesuksese or djal qe shkon shume humorina kenaq
zPRIW50IYGU,@aleksaleks4511,gjigandet
zPRIW50IYGU,@hermanmiller4834,edy rama long life the king
zPRIW50IYGU,@totaleecc9824,bravo albano paske luajtur bukur mundesine qe erdhi kshu do ky bq se na be bullizuesi kombit
zPRIW50IYGU,@yuor9017,super emisjon tallni ju doktori ju beri ne ate karrike
zPRIW50IYGU,@Erionberdica,na bani flamurin pis ato duar
zPRIW50IYGU,@e11412,ca droge pi hahahahaha troc
zPRIW50IYGU,@raber7215,gjitha ironibrravo albanokshu duhet jete gazetaria vertet
zPRIW50IYGU,@drilons.t1238,ja palu pzi madh albano
zPRIW50IYGU,@imershala5708,bravoooooooo albanooooooo
zPRIW50IYGU,@lajeferra2108,duket se eshte tamam ai gazetari qe thote ah pare asnje here keto fruta fjalen per fiqte qe fiqte njohin gjithe shqipetate por gjithe ballkani gjithemend ben per qeshur
zPRIW50IYGU,@asineddenny1318,hahahahahahahahhahahahaha
zPRIW50IYGU,@sarahmuaremovska8996,ju bojni humor poplhi kan buk
zPRIW50IYGU,@emiliaemi824,votoni kurr lulin
zPRIW50IYGU,@alessiadoalessiado1930,bravo alban
zPRIW50IYGU,@iliriansadiku5785,albano bogdo njish ja the qeshur gjithagazetare shqiptar mesoni merrni shembull
zPRIW50IYGU,@aurorahajdini8220,bravo aktore super suksese
zPRIW50IYGU,@musicslowedworld9735,o alban madh
zPRIW50IYGU,@jydnkorjklgnj,gjith kto qe shajne ramen jan vk nese merr pd do shofim do perfundoni o rob koti
zPRIW50IYGU,@dodonaharito3043,alban madh binjak stathit artistit grek orgjinal
zPRIW50IYGU,@jydnkorjklgnj,lotttttt rama on top
zPRIW50IYGU,@dodonaharito3043,kënaqa opinion kalifronia
zPRIW50IYGU,@Larry-ux6rq,lushi ja fute tartakutin nusken sdo zere gjumi naten
zPRIW50IYGU,@IRELAND496,sa shkoka flamuri edi ramas
zPRIW50IYGU,@diamantiblu5303,albano madhe ke be spektakel
zPRIW50IYGU,@roryl7625,esht kaq antipatik rama
zPRIW50IYGU,@lorenzolenci8473,ju dhjefsha gjithë politikë reklamë partive politike ja vlenë tju shohësh
zPRIW50IYGU,@mi.12745,lene mallin edo se bo paranoja mere sportovitet humorin
zPRIW50IYGU,@mariare4092,sa kot edi rama albano na kenaq
