Comment,Label
sajmir mirmrema po deshi zonja le un shtepi per nje vit lek jetoj nena,0
bravo ragazo unico che fa un gesto umane gasetare come lui ai bisognja citadini complimenti,0
po ihyn grupi ne burk filloje qahet kodoshi,0
o delinda ai ja ha mutin rames na ha karin neve,1
duke dëgjuar manjanin kuptohet ku shkojnë eurot sigurimit grek në shqipëri fjala mbajti në himarë për bejlerin tregoi është tradhëtar paguar prej shovinistët grek njollë zezë në jetën deri sa vdesi manjani paçavure shitur meriton pështytje në surrati nderuar zidrizizoti ju dhëntë shëndet,1
fol ne ate menyr kushtetuta ishte hudh gurin mecif doren,0
ky paljaqa blen grurin lir ne sebi per lek shet popullin vet keto tipa duhet kontrollohet per korrupsin,1
gazetar ndjenja moral shum ky djaloshite lumte,0
bravo idrizi,0
ai qen bir qeni djegur flamurin atje ngordhi ne burg ai korofillak,1
fsjsh,0
diktator jane keta sotmit,1
kush quan enver hoxhen diktator befte piken hajrit,1
sa kan dhen behesh burr thuash,0
skapist putana,1
gazetarja shume arogante flet lidhje ik ne greqi fol per keto ceshteje shiko gazetaret andej qe per keto ceshteje kombatare behen bashke tolerojne gazetari shitur blere,1
fshini komentet ku ofendohet ky vampir komenteve pozitive jan bo patronazhistat pabuksa kok deformum vec shifni kush ndjek o skizofren do video invalidsh mendor vjec kulmi moshes ku tregon ambicie merr zanate bohet dikushi mbani ju tu bo gojore gezosh mandatin se ktu pleq pabuksa kalamaj pabuksa fiks nje majmun dun skizofrent minoren gjakprishurit qe ju ndjekin fiks majmuni kopshtit zologjik sorrat pupla ne krah ashu o shqiperia tirana sic jan rruget koken bo media kriminalat krah spitali psikiatrik,1
mret poshte non grata,0
ky skerdi është budalla komplet,1
o luce paisi automjetet dokumente siguracjon mundo shefat tiranes marrin shefat elbasanitpaguaj taksat se ero more gjith ate pron,0
normal qe se presin femijet se rrahur nenen,0
kulmi tere humorit thelbi tere intervistes bravo albano,0
po ku gjete moj zonje kame punar qe ne ren ne kurbet nuke aqe pasuri qe paske zonje,0
o fevzo çe ftoni kt buçe sh kancer toks s shqipris,1
lot lot lot iki politika eshte madh aty ju,0
cifti babëzitur qe ekzistonpa pik vlere pik moralio like kur thoshte ai shijakasi po monen ja ke len rames sotcfar thoshje,0
bravo mor djale sa edukat qe por fati jot keq vjen shume keq per ty,0
paska leshu pllumat ilir meta,1
ben doren aman,0
po lere o idjot flasi tjetri,1
keto deklarata gazetarit tregojne se ky vend zotdhe ne qofte se ekzistojmemerite amerikes,0
bardhi sulmon gjithë noka berishën shkëzenin për korupsion thoni llafe,0
bravo curri respekt,0
avokat arritshem bravo respekt per juruaju keta se ke vendin akoma lart,0
per estrad mashtrusi kusar,1
ky takon botes tjeter vjeter perket tani rilindjes,0
kapeni qijani ropte ketij bythqiri ketij greku moterqiri rrespekte artan hoxha danoc rruj karin per asi gjo se ska bythe t preki njeri se ja qijm gocat grat ketyre tradhtarve,1
fatjona gazetare zonja,0
z dumani eshte kompetent lereni qete bej pastrimin gjitheve mizat qe kane pushtetin akoma ne shqiperi,0
taku torrollaku spiun burgjesh,1
edi esht boss,0
paska bere plaka botoks,1
oj zonj ndigjoe mir profesori mandej do kuptojsh se kush qen nderuari enver hoxha kisht qen enver hoxha ne sot dot kishim shtet respekt per profesorinju prshendesim ilirida,0
ky thotë doni për belulindi gjithl gjuhët botës,0
avokat mashtrus sa genjenqe ne fytyr duket,1
jo veq himara por greqija komplet,0
rrespekt per artaninin shteti shqiptar osht shitur tatal,0
prekur qenka deri në palcë,0
o serb,1
ajo zonja qe thote se spak po heton shume pushtetaret se opoziten eshte fare thjesht pergjigja se ata jane ne poushtet ata bejne korrupsionin ata kane fondet ata kane veshur pushtet njerez inkriminuar opozites lpine noj kock qe hjedhin pushtetaret,0
alban madh binjak stathit artistit grek orgjinal,0
ore po kujdes se keta heqin koken,1
popull tirone prandaj tall k sali ilir meta,1
njish o shok respekte mir ja ben ktyre gjak pirsave,0
uaa sa jeq mire zoti beqiri humba gjith respektin qe pasur po shqiptaret behen njeres harrojn mbrojn njerzit afert,0
eshte debat nerva respect per artanin bravo,1
zoti ruajt avokat jane pake persona ju per fate keq,0
spahiu sikur mbeten ne shqiperi vetem berisha meta pra dy vete do kete ambasade amerikane angleze gjermone russe kineze ame rika,0
bravo avokat mallakastrioti ec përpara o trim,0
po ku di mayan jetonsa genjen turp avokat felliqur,1
ha ha ha po mblidhe lakucfar ke qe merret fryma perse zverdhur kur flet perate qe vdekur ke marre ilacet naltmadhnia juaj edqir ramavic bythshpumi vrima miut grosho fevziperse ban pyetjen mother fucker perse fillove flasesh kunder amerikes ne takimin universitetit bujqesor ate michiganit usa per studentetafganas kur thoshte karakurves mongoloide juri kimetja amerika jep vetem keshilla aty eshte zonja por kur vjen puna per ndihma ne para jep asgjeper keto pyete rame bythshpuminsi punet amerikurvatapo ja kane pregatithellin ne bythe pergjigje na duhet,1
perse beni program ndaj sali berishes lilit djalit vajzes se tyre apo beni dokumentare vetem nesne ju djeg ju atehere ju perqendroheni ne dike tjeter vjen keq qe djersa dritan hoxhes shkuar ne duart tuaja per nje shume parash qe neser do jete vlefshme per nje kasolle nen ure turp media,0
ylli o njeri bezdis leri njerzit flasinje shume mire por can bythen kur nderpret,1
tani dicka qe vene re flet gjithmone kur kriminelet kane ngrene çahiren ose vriten ose hane burgun perpjete ne keto raste bertet per flamurin duk patriot eshte gje mire ne thelb por ishte idealist kundra gjitheve do hequr qafe kohe tani cuditerisht di gjithcka sepse besoj lidhje mer info kudo dua hedh poshte keto qe thote ketu jane sakta greku ska ce gjen gje,0
rrespekt gjeneral,0
bravo z oti krymister,0
gazetari shum zgjuarnuk material bukur se kete rrugtim bertinti ardhmja vendit,0
kto duan vijn ne pushtet qe ran ne grackat dy gazetarve pakten ne nje emision zoti na ruaj,0
njerezit puntor jo gjithe politikanet lejne t punojne politikanet tane jane n shpirt zeze,0
gjyna ky burrë bravo djaliy gazetar,0
o grek o pidh motre qifsha rropt moter qir,1
ca esht ai injorant tipik grek ju qifsha gjakun lepiheni për cop pasaport ju qr rracen,1
po keta jan cemer mo,0
aman mor beqir se po ze gjumi per salen ilirin por merru ujqerit se eshte bere nami keto vjetet fundit,0
ngjela brravo tani po bene punen qe takon se ne bllok urrite neper koqet enverit mehmet rradhe por psikopat ata futen ne burg per spiunuar burgosurit politik qene eshte puna jote tani bravo tani nxorre se cfare ju,0
zot fal lugat ber zoti berishen dalt shpirti per gazem,1
basha basha rrofte edi rama,0
po shajne sufllaqet rilindjes se po vjen fundi kur humbi prtia tyre do hane tek koshat plehrave,1
skape bubi kaçurrel,1
kur pashë ty fillova mendoj se në shqipëri ditë do ketëdemokracitë përshëndes paktën artistë bëjnë art gëzohem sa ketë art frymëmarjeka jetëfaleminderit albano faleminderit,0
o pleher ke tradhetuar femijet tu jo spo trdheton salen apo ate idiotin tjeter sapo ty prishet interesi,1
frikshme për popullin shqiptar se deri ku është katandisur shteti siguria,0
ciao chiamo petro,0
ja opzita duhte ragoije ne parlamte kte skandal apo gjithe jan shiture,0
nje dhome dollare qe dihet por sa dhoma tjera jane qe dihen thone nje fjale pas nje miu qe shikon jane tre minj qe shikon ja ashtu,0
fusni nje dru ne bythe nisni andej ardh kete pleren grekut qifsha rracen ty belerit o di mberurine,1
vien per qesh keti se ska paguar taksa ky langaraqi,1
t lumt avokat respekt sikur t t tjeret,0
behet qarte dokumenta publikohen dihet gjithe qe mbeshtetemi mbi dokumenta zyrtare jo dhena analistesh qe per mendimin tim jane shkolle fillore akoma,0
himara eshte tok private o hajdut vendosi vet se ça jan,1
ja tani delet bravo gjergj luca krejt hajdutet qe ndertuan bisneset zhvatje puna ktij vl jane pare dele zeze ne qeverin demokratike tani hypni gomones idhullin tuaj komunist ramon moret nqafe kte vend ju qr,1
zoti avokat po perse dumani hap dosje per veliaj ramen perse flet vetem per meten ju duhet flisni per gjith politikanet koruptuar,0
hahaha bucia hajdute,1
manjani qi ropt shpis legen tradhetare idiotti di shume o lepires monikes ilirit qe ne shqiperi perdoret cdo lloji injoranti shpreje felliqur per cdo lloji krahine,1
artan hoxha shumë drejtë ai zvëndsi gabim,0
respekte avokat nderuar,0
o gridare ku kane vajt gjokset apo jane varrur mire lidhi gongel,0
hahaha spektakel ke ber albano bravo,0
njohe kete zoterine takuar ne michigan njeri mire punetore nderuar rrespektuar gjithe komuniteti jone uroj suksese pleqeri mbare,0
hoxha nxireni jashte ate injojat ai eshte budalla fi pyere di flase degjon gjithe shqiperia merxitemi tju degjojme keta njeres meta psikollogjike,1
blendi edukatje nje maskara nje mizerije turoe kesh kush qe flete ate gjuhemaskaraaaaaaa idijot gazetare,1
bo kallarja,1
shfaqenu nie face bejm koment per ket komunist,1
ylli manjaku,1
meta rama berisha duhen var ne mes tiranes o popull,1
ik o bnasdta,1
bravo ki kujdes se ke shenjat mira,0
ik o manjan se le nam na ben snobist kot mentalitet qe mendon se ben qeveria para pastaj individi nderkohe aty ne himare ajo partia mavit eshte parti vogel eshte fare ne qeveri shih çpo bejne qeverine thjeshte qeveria ndihmon mari votat ekstremi agimi arte etj,1
klasa vjeter politikekalbesiranuk duan rene,0
gjergj ke thën vërtet,0
sa mencur ki gazetari o zot diamant valla po hallall nena qe ber mashaallah,0
o fundrrin rama llumii gjiitha koharve pas shqiperi kombi shqiptar mor qenf o nevitore krimit,1
pak fjal ilir meta ska ftyresht sterr zi bashk monen shtrigae keqja do ndjek ter jeten o o fshatar skrapali,0
çfare idjoti kytama personazhi dostojefskitnga kush udhehequr ne popull llumi shoqëris,0
eh mor dritan se djal flori ke kishe beje na çoroditet çfar bere ketij populli mesoj rinin pun merrnin rroga punuar se duheshin per vota,0
ba plaka zgjuar kakaris paska hik zani,1
mjafton nje folur bukur ne publiknje showman vertet kaq mjafton mashtrohet ky popull dele,1
po kta njëlloj sikurse qeni dit hëngri pas ditëve hëngri,1
qyqa sa tarallak qenka ky mrame,1
ju lumte zoti rama esht nje knaqsi madhe qe kryeministrin coolje yll zoti kryeminister,0
palle or palloo po sje shqiptare mjerimi madh esht se ende votojne,0
bravo hoxha,0
mundesi qe televisionet tona marin kte grek ordinerbravo idrizi,0
spaku torollaku fillu humor ba ky hajni,1
mor ilir meta shkerdhefsha familjen gru fmij ca vjen mbrapa,1
burri majës duket zotëri burrë shkolluar mund flasim gjykojmë tepër çduhet për diçka na përket ne ligj ligji tu japi zgjidhje,1
rakipi pusho,0
ky tan hoxha ësht klysh kurve,1
lere tw flaso syzewww,0
huajt jane ata qe kane kerkuar shume magjistrate per pershpejtuar dosjet qe jane bee mal,0
respekte nikolle,0
greket jane gje tjeter vecse spurdhjaker pas vlere,1
aman spiro palin per cfar man vete,0
fredi shitur shqiperine,0
edvinit thene gjyshja shaj sot tjeret se neser tjeret do ster shajne ty bukur ja thene gjyshja po zbatoj edvin defi keshillat gjyshes,0
fain saliu dy fytyra dy bythe,1
femer idiote qe them gje tjeter pare,1
zotri meta bërë shqipërinë pës milion plus kur udhëhoqët vëndin,0
bravo avokat kush vjedh shtetin është tradhëtarasnjë her ske akuzuar hajdutët vjedhin shtetin dukesh qartë se bashkëpunëtor,0
derr njeri ky artan hoxha mbylle gojen thote pike kulture,0
na shpife o grida ato levizjet nervore eksituese qe pershkonin gjithe trupin more yrysh fillimin duke ofenduar edin sic ke bere gjithmone por dole bllof qetesine saktesine origjinale befasuese per ty edit edi strategu boteror qe krenohemi nderohemi tere jeten madhi koherave,0
bravo zoti beqiri,0
makari vinte prap ajo kohe,0
greket do lejn koken brenda ne himarë,0
familjet berisha meta jan keqja z beqiri drejt,0
ty bolet sti linte tja ruaje enveri po ik o pleher aj su merrte psikopate punen tente,1
avokat leshi,0
sali berisha mendon osman do jete sulltan qe beje doje thyej qafen,1
bravo djali dhene nje mesazhe bukur suksese,0
o belind ke emrin beji nje gojore rames ashtu sec ja ben gjithmone,0
po mamaja dredharake karakurves pyeti cupen se cfare lekesh po mban femijet jashte shtetit monika apo ben kur shikon,0
edi story the end story,0
fun fact tgjitha fjalet lushit dolen verteta,0
rrespekt avokatin,0
po tel hekura ke lidhur atë pleren shitur,1
bravo z avokat beqiri meriton rrespektet mira gjith shqipria tan shkodra din se grand hotel europa invesimet ne resortin vilipojes esht bandes meta monika,0
eshte servil ordiner,1
goje spiropali sot,0
o avokat mbroni kot se ajo majohurmajaeshte krye hajdute pronash se fisit ju po mbroni drejt duke ditur shum mir,0
bravo rama salën ilirin duhet varim në mes himatës se ata meritoj tradhtar kombitqë dyt roft shqipëria etniketfala tetova,0
ec aty bravo se ai moter qirr sale beri shqiprin ashtu tani ne fund vdekies po kerkon stabilizoin shqiprin ai moter qiri,1
rrespekte nje gazetar shum kulturuar,0
hajdute ne burg shkonitegjith din se vjedhur hajdutet medhejn ne shqipri ilir mettap on clip to paste it in the text boxa monika bushta ju piu gjakun pollit shqiptare x,1
gazetari mir spontan por ska ven rryp sigurimi shum keq,0
do trembesh do trembesh ore krimbti ke duart pastra sa ai punetori qe heq mtin neper depo,1
artan hogja thuju kthe koken kaveriu kosoves,0
na hape barkun kete qe ke marr ne interviste,1
po per cfar arsye ftoni keta plehrat ne emision,1
edi legjendaaaa,0
po rrasini mo brenda keta felliqsira cprsni djegin gjith shqiperin atëhere do arrestoni,1
vrar njeri ne kaluarenas ne sotshmenas ne ardhmennuk ben kuuuuurr ky njeriashtu sic kan vjedhur vrare shqiptaret tjere njerez shtazarakqe populli di mire kush bere,1
ai prokurori qe dhan dhenat policeve do plumbin ballit ai bastard tradhetare rrofte shqiperia,1
ne partiine socialiste jini gjithe hajdut perjashtim vetem rama vjedh habitem vetemi qe vjedh cudi kan nje ndershem ne ps,1
magnani merr nodonje çek greket apo ben falas,0
like ca ke ber kti vendi,0
manjani armiki shqiptarise,1
iken pellumbat likes,0
tae talle bythen or hajdute kriminele xhvate tt kete popull juve vodhet floriri vendittu shofte rracati duhesh shdukesh vendi varesh sadami,1
llogarit se femi kushton sh shtrejt studiu n angli x per sa bajnekush ju gazetare apo infemierapo doktmund qoni f tuaj per studime n anglise populli sbahet fjal shkollu sikur f jete gjeni,0
po cfare analizoni ata jane dy kafshe qe duhen pushkatuare eshte turpe keta ndyrsira vetem kure digjone,0
bravo shum drejt flet respekte,0
fati këti shpëtuartragjedia shqipërisë mbetur gjall kycincarfis vllehësh,1
respekt kryeminister,0
ore lali zorraxhiu ha njeri po shko pas hekurave se ke vjedhur djersën fukarejve,1
sa keq vjen grides more aman,0
qysh prej shkodre der n himari dum fort se jan shqiptar ba pyetja shkodrën donsa për pogradecin sa her shkoja për greqi autobus fillonte makthi gropave kthesave vrastare qysh në tiranë der në kapshticë por do pogradeci qysh se zbritje qafë thana der në dalje plus rrotondon qëndrore rrugët dytësore kan qan zoti na rujt shkoj tani në pogradec tirana makinë kënaqet shpirti asht shuum ma mirëndër sa ngjyrat dekorimet në pallatet kryeqytetit personalisht gjeja pakuptimta por se shoqja ime suedeze soditur arkitekturë mënyra jetese shkatërrese kolektive art qeverisje lokale në gjithë planetin ma komplimentonte ça po thu moj thoja kot lidhje fare krejt qetë thosh mua pëlqejnë japin veshje karakter latin gjithë zymtësisë së këtyre gray council houses kështu quante pallatet tona quash argument denjë kritikosh snobosh dekor varfër por interesant rebelues vlerësuar vizitorët në tiranë aq mundësi ekonomike duket gjest dobëtthënë gjitha atë agresivitetin saj znj duma shkëlqeu sontesi mbyllje pyetje po jo për ramën për dumën regjinë showit shfaqjes së saj po duroj dot padrejtësinë shoqërore nepotizmin krahinor neokapitalizmin komunist dhunën vrastare partiakocentrike asnjë përfitim material madje humbje materiale sabotimi qëndrueshëm organizatorëve koncerteve rrezik për sigurinë trupore paqen shpirtërore ja them mirat ba njoh faktin ky është njeri njerëzor quhem militant budalla apo jo shqiptar se bazën atje por në shtet tjetër fillu ai krriçi thotë kta dun ps jetojnë në tiron hë po për ktë dëbimin masiv po na bahet ne daccord krahun tjetër mendonie fundit omonia beut pseudoortodoks titull osman ekzistu tmerri ne shqiptarëve greqisë kur dëgjosha emrin omonia qan tu nigju fjalën mavi zezat na kanë punu lidhun policinë greke qarqet ultranacionaliste seperatiste agimit artë besa ndihmën partive tjera greke hajt se po ja shesim shpirtin djallit po themi derrit dajë po bajm sikur na mërzitet shpirti kur dëgjojmë se gjysa shqipërisë asht greke po fakt kundërshtueshëm asht në mënyrë organizume strukturume kanë sulmu ç do përpjekje legalizimi në shqiptarëve në greqi duke kërku në këmbim njohjen pjese mirë shqipërisë tokë greke sa sa tjera bukura dheut përfytyron,1
zotri edi rama shtë njëshi respekt,0
po shtrydhesh kete lucen dhjam raki nxjerr ah harrova peshtire jati qe kapte diversante,0
ndjekur ngadon qe bshkojne,0
zavokat ju meritoni vlersoheni gjithe se po jepni shume vendit,0
politikan asht korruptu po njeri asht kampion komplimenti gilbertit,0
oylli poflet silepur dhejo sipatriot,0
rrespekte per emisonin tuaj per avokatin beqiri zoti rujte ndimfte,0
plaksh kurre o zoti avokat beqiri,1
hajde grushtaxhi hajdeme grushta do merrni pushtetin,1
duhen vjet tjera qe fonksunoj ligji,0
more paster mire ska shpjegim per vjet hoxha ndertoj berisha per vjet degjinjeroi,0
ky ylli rakipi le fol,0
dulla shiti çamerine,0
kush konflikt ramen per ju hajdut car ju do qefi ju quani,0
lumte avokat por ilir meta eshte korruptuar gjithe shqioetaret,0
ik ore pederast muti o ajidut muti paskan qene kare ata qe kane dhene voten ty per komunistat ty se ja kane futur vetes se bere mbret ata qe dhane voten ty per komunistat po hane trahan sot bure kurve,1
se kuptoj ne popull leme akoma na zhvatin keta idiot babëzitur ne duart kujt lene jeten tone ne ate maskarenjëvesa gjak,1
kot ste zgjodhi ty ramizi se do kishe bere shqiperin,0
kopili bllokut po tregon per eterit,1
kush na udhehequr ne,0
gezofshin djersen popullit,0
ay beri shume keçija por pati shume gjera pozitive eh sqarime mira bene dilaveri po ishte tera keq shqipria do ekzistonte,0
para greqise do ja besh gati tu se qihet farefisi,1
ahhh sa hequr ky popull mostra ndyra pagofshin përvëlofshin fëmijët tyre ooooooo zot dalçin hundët gjaku djersa jonë fëmijve tanë po rrohpaten rrugëve botës,1
trujt zoti o tan hoxha,0
rama is drejte,0
ky bufi eshte paedukuar shok mafiozeshkjo qelbesire majmur eshte pergjegjes per vrasjen nje rojeje ashashit qe pangopesia papergjegjshmeria mediatike ketij thesi dhjam mori jeten nje jave pasi ky nxorri ne tvhiqet ndershem ne rrezik por genjen se ke neper cepat botes ne tavoline bandite,1
fake people talking on fake tv channel keto jane mjeshtra propagandes sorosiane,0
ke ber ministrat gjith mjekerr trima çar jan ne vertet,0
zartan ruajte zoti o zot,0
berisha,0
z kryeminister kta klases se pare gazetare eshte anti shqiptare palaço femer,1
o gazetar leshi po shkoni ne emision kti klloshari kukturum sdin kur nderhyn kur ndegjon,0
erdhi dit grida ndjesh keqardhje per ed ramen lepihesh,1
top qeni po pagu rama dhjeve bresherite pushtetit kriminalo pleh stacin plehra ata qe flasin aty,0
po ik mor maskara gjith din kush mor hajdut pler burr burr,1
ne asnji vend botes lejohet prekesh viktimen po sikur ajo gruaja botes kembe ose krah thyer lali dhjeri ne vend qe ndihmoj demton shume vetmja ndihme ne keto raste eshte therasesh ambulancen,0
moster bunderr,1
mire avukati po lliri veshur kepuc qe nik hyn gjembi ne kemb trova anti plumb palumbo vret,1
patriot trim mirë trgon vëndin atij çunaku gjë mund jet por jo shqipëtar,0
kete varesh beshe copa copa nti humbi boja raca po iken ky shqiperua keshtu do mbetet turpi,0
respekt per ket gazetarindhe kte ze ndihmofte zoti,0
more gjergje bere zember yllinvetem saliun ja shani,0
o djal o pler o koqe kanari ku çon mushka o pler qenge për faqe zez kujto se keme shpetuse nonën nxore jasht por ty kamet torturu malli zot o pler o katil,1
lesh nenen moshuar ne rrugeturp cfare njerezish qe ekzistojne,0
qene monasi brigadiere ferme,0
o beqir enver hoxhes ja paske breket ilirit po mire o bere shok kete breke para vjeteve,0
gjithe respektin per zotrin per moshen qe po keto qe thote jane parullat teorise partise punes po çfar mirqenie thua varferi apsolute standart ekonomik zero po duket se shkel vendin ne skaj çfar hante popullata per çfar standarti flet,0
ftoni anti shqiptar ne studjo se na iritojn ata jan shitur,0
bravo idrizo camet jan shqiptar tgjith shqiptaret tgjitha trevave ceshtja came flitet fare bythqimat cani manjani shesin nderin bythen pak lek njerez fytyr kush flet keq per kombin vet ska dinjitet ska asgjo ne ferr perfundoft,1
o dhuli o mortje sherbetor andartesh bythqira,1
kush erdhi tik toku,0
ma mbeturin se ky luca gjen në shqipëri,1
tyrp deklaru eoro ne bank eoro mbajne neper xhepa,0
ce thrrisni kte neshon kta jan njerz qe cdo sistem kan ngren duan han akoma maj mend njejtit rrac akoma neshot gjatat qe imbajmend qe ne komunizm kta jan akoma,1
shumë gazetar edukuarprej rrallëve sot,0
burra artani nevoje shqiperia,0
bravo rama respekte,0
asgje skeni mesuar ju shkuara cpuneke vuvicin kunder kurtit,0
noc rroku pop folk rrep gojore,1
respekt ma madh qe ekziston per ju zotri gjergj luca nji atdhetar shum madh shqiptaris pershendetje kosova,0
po o koke qenstani perse ulurit kercenon qe pelqeje rama,0
ardian klosi shpetuar ai coi ne france ai beri sorrosian,0
shqiprin mor lumi planet vjen ky kto pushtetar qe ne qe drejtu kte vend kto jon tradhtaret kombit shqiptar qe kon masakru kte vend hyr gjemb ne kemb fare kto jo formohen por sekuestrohet gjith pasuria jepet popullit,0
avukat gati hash t gjall aq shum urren,0
hallall shok nje gjest fisnik,0
kujdes se na flliqesh jul çezari tha skulpturen nudo lot qesh,1
my eshte gazetar jo disa kosova lopt hupin,1
o pano soko ndigjoj ne shume emisjone fantastik por ketu jan formuar shuk plehrash sa qe nordhen kete popull okej shoku,0
po mami ke marr ne muaj,0
lumte zoteri nje burre qe thua verteten ke frike verteta enver hoxha heroj popullit shqiptar nje atdhetar qe bene nenate rroni sa malet zoteri zoti dhente vetem miresi,0
pler,1
ik mir grek k legen mir legena qe beni grek burshtra greku do kto pushtat,1
ngele neper studio kot,0
o tano se beson ai byth qimi gazeten tyre,1
lumte goja,0
turpe kesh,1
ofevzi njeriu vrima poti jengulur vrim vjet,1
o murriz thën rama ësht mbetet tradhtar kombi burrni duhet vesh fustan ata kur bëjn synet se burgaxhi qen në paris prej muajsh din mjaft mirky rrjep shqiptarët shqiptarët japin votën ësht normale se çfar populli shqipëria llogjik sepse votojn kundra vetvetes,1
bravo lumte,0
hohoho lumtë artan hoxha ashu duan kta gjakprishura,0
aktor se baba,0
shkullaku,0
ju çifti urryer për shqiptarët ja kaluat enverit nexhmijenkjo është bërë alien fytyrë hale,1
ja bo qeshme met njeshme,0
enveri ishte pere shteti ejo pere korrupsion,0
respekt per ndrec lucen,0
po ke po flet o zoti idriziju thoni qe merte greqia gjith vorio epirindhe ai thotepo le merte se skam ndonje kompleks plehra keta zduhet ken vend ne studiot shqipetaredhe ajo qe thote ai se eshte opinion publikeshte thjesht opinioni shtepise se tijj jo shqipetareve tullaci mutit,1
bravo edi kapedaniuraaaaaaaaaaaaaaaaaaa,0
hajdut kriminel mona jote do beje shoqeri ne burg,1
qefina befshin qefina qefina pasurin popullit do marrin keto poshtur poshtur poshtur hajdutet qente,1
o gomar kristaq himara ishte eshte shqiptare kujt po thua,0
ky se meriton mej than mshele gojen po mej qi nanen grusht kres,0
ishte diktator po cfare ishte o patriot po mire akoma skeni turp o kseftilismeno qe thua krenari o qelbur po perse ftoni flasin ky general pushke druri lanet o kelysh qen hoxhes ishte shtet lighor thot po vriste ghygh o qyq,1
ore spiun servil batakci vetem struci doni fitoni,1
o tani ç tu thuash tellallëve lerëëëëës o tani,0
po llozhura kostum jeshil cfar kerkon ketu ne kete debat,0
keta duan dhunosh nenen shtepise thuash femijet duan nenen hak drurin pffff tradhetoi leremos prek dore o gomar burre vijne femijet pasketa jane budallenj gazetare ku para nenes o njerez nena eshte nena,1
grat ne dukat vetem per ngarkuar dru jan se tru zero kan,0
ilir meta eshte nje cop madhe muti qe dikush dhene formen nje njeriu,0
respect madh per z artan hoxha shum drejt per dekonspirimin scuadres grupit operazional dikush duhet pergjigjet para ligjit,0
fabulous,0
ore njerez ben njeri gje atyre se kan miljardat peshojn lek,0
hallall gjergj luca,0
o budallenj areston spak por sorros edi spaku zdin ku jan rama vitet para kur ithnin vez vec koken tunde ketyre tjerve,0
hallelujah o bogdo o mbret love you o nipi komshive fisnikve bogdo viajturve fantastic,0
tregim pallavrakjo zoja ndegjon shikon sikur beson,0
bravoooooo rama edisukseseeeeee,0
taku ngaterron lirine se ardhmes ne ate qe duhet krijoje progres zhvillim qe duhet bazohet mbi njohurite mjafton referohemi lirise sa per bere dicka qe rrezikon burgun kundershtimet pervecse jane paarsyeshme ne vetvete sepse prodhojne pas fatkeqesi mbi gjitha lejojne zhvillimin lirive pozitive ato per cilesine jetes ato bazuara ne dije taku mund kete lirine udhezuarit dike qe vrase veten por eshte qesharake fantazite lirise se fituar kamyja apo kafka,0
bravo avokat idajet beqiri,0
bravo idajet cfare patur ne krye dinim dime por ata qe quanin burra shteti yje ne ngjitje na pyesnin ne kur prishen quajtën korruptuarkemi vjet qe shajme prinderit tane qe ndershme,0
qeveria greke duhet heqin dor urgjentisht per ceshtjen himares sepse eshte tok shqipetare sepse do hetohet seriozisht skenar shemtuar qeveria greke ndryshe do ket pasoja,0
mor artan hoxha rrofsh sa malet trim patriot mire per bese zotit,0
neveri pafund për mender manjanintë vjen ndot dëgjosh kur jargavitet kundër shqiptarëve,1
na ngeli meta ne tv gjithe diten koh per popullin se ishte duke mbushur xhepat,0
ik kokrra legenes,1
cfar pavaresie dote nese jep buke dikush tjeter buken duhet prodhue vete,1
hahaha,0
ore kur do futet burg ky rropqiri,1
o avokat leri sofizmat kanë dënuar popull tërë kanë dënuar organizmat ndërkombtarë populli zotëri po bënte zhest imoralë do pështyrë po vidhte populli do tja merte do tja rikthente zotit kujt ja marë hajdutit do tja mernin do largoni zona kurse në kushtetutat demokratike hajduti dëmshpërblen deri herë vlerën vjedhur del tregon përralla asnjë nen juridikë normat juridike zotëri jo hajduti dënohet por përsonat juridike kanë në mbrojtje objektin ndëshkohen normë juridike bashkëpuntorë,0
hajna laps qira para vite ndejt ne tiran,1
ky rast esht lajmruar qeveria kurti tek stopi sepse kan patur guximin per ber vet shtetit kosoves per arsye bashkpunimit mes kompanis apetitit partive politike kriminaleqe jan sod ne opozit siq esht partia demokratike est ber siguria siguris se shtetit,0
artan shumë drejtë ju do për preguror,0
sekuestrohet pasuria,0
eh more pano ke po flet lene more ate,0
arritur o gjigand,0
po keshtu funksionon kudo neus neper kompanira vetem nje pushtetin,0
fred beleri shum krime kush investoheshin parat fredi beleri vinin parat greku po vinin,0
ded,0
ik o pederast ajdut,1
pasi ty o vella ke meshir krijesat allahut allahu do meshiroj ty insha allah,0
fiks fare z avokat ktë bër likja në petrit vasili qen në sauk valice euro për bler votat euro vot,0
avukat njohur mossssss do hidhem uraaaaaa tv topincenerator,0
mar pillek po ke gjetur shk mire qe prekesh,1
o artan qen bir qeni ca ke belerin turp kesh shkerdhat ndyr o sizofrenmos ze belerin ne goj se do populli qe zgjodhi po kini pak kujes per shqiptaret burgjeve ne greqi tju kthehen nenave vdekur ki ni pak kujdes greqin se punesoi ushqeu buk gjith shqiptaret dhunuar diktatura behet shqiperia shtet se pushtetaret shqiptar shiten gra femij ne mes dites ju mereni belerin se do rama goron jooo sbehet keshtu se shqiptaret jan racista kundrejt grekeve do paguani nje dit o pisa ndyresira,1
ska faj kosovari fajn shteti jon qe ben kontrollet duhura ose kan dore vet mbyll njerin sy pakot produkteve hyn shqipri kontroll krejt llojt ushqimeve,0
