Video ID,Author,Comment,Label
ul_GJAU6e-g,@blerimkasa2183,ec perpara bojeni per shqiptaretmos ndal kundra pabeseve,1.0
ul_GJAU6e-g,@razijesadiku1311,ja vini degjoje salasa turpzoti bekofte rujt z edi rama,1.0
8e1U-sfyaXs,@SherifTahiraj-xj2gr,esht rini dhier sodit shum pak ai cun bujar lum familja pe,1.0
HxuCXIgilFc,@vjollcababa1046,artan ekselentbravoooooo,0.0
zPRIW50IYGU,@doriankercuku9335,rrespekte qenka vetmi qe doli ball per ball edi rames sepse ai ja di trurin ktij populli normal ben ashtu se atij intereson edit bashes,0.0
PUyqWp5V3sE,@falc0n33,zoti hoxha mundesi qe analizon ne cdo fushe interviston kriminele robin hood kohes modernemesues femije kopshti dhimbset atdheu ty waw cfare patrioti une greek rofte shqiperia sa malet po ju gazetaret ne pergjithesi llum llum ose funderina po ju ecen juve sa nje popull qe nevend qe haje mengjes hane lajmet pallavrat qe flisni you bravo zoti hoxha lumte po parate ku gjen kur iken ne kolumbi na tregon peralla se jetojne shqiptaret ne kolumbiose kur do besh ndonje emisjon famoz per ndonje kriminel fajshem nese long live albania,1.0
2MYQBaog-d4,@user-bh6uk3ug6m,lumtë goja se ata vepra ndërtuar enver hoxha ndërton njer ja vet gazetarja din se pyetje tju bëjë enver hoxh vjen,0.0
SDxqL7L2Ivo,@user-dt3mh2xv6q,ty qeshtjen tokave ske ba gje va ke dhan oligorve jo populli,0.0
PUyqWp5V3sE,@siberedo5723,duket ne fitir qe esht grek,1.0
HxuCXIgilFc,@shkelqimislamaj1796,bravo artan keta tradhetar kombit deshen helenizonin gjithe vendin por ngeci sharra ne gozhde k ministri,1.0
HrDU5SxepBA,@kjuirteerdserty9618,siguri interes prishjen tregtise midis vendeve jo ndreqjen gjerave,0.0
nVeCIbiouUk,@fredi7936,përse rama nje vzzitë në çameri,0.0
9ivr3YoZmCo,@lelolin4173,ky emisijon eshte vetem dimostrami cellularve,0.0
XmB6OyA7iQU,@commentogiusto7952,shum mire tha disa gjera ashtu ishte po detajet kalimit jugosllavia belgjik o amerik paret leviz trena o jetu etj po nik pjeter nreken kush vrau se asnji pranon se komunizmi perdori per propagand po sekretet iformacionet jugosllaveve ai shtet qe keqtrajtonte kosovaret kush ua ipte uroj shnet zotnis,0.0
d8eRvVLfsnI,@kevinreno7204,gjergj luca pastron leket edi rames goje flete mashtrusi oligarku qe vodhi pronat shqiperise,1.0
JD-tAYIpgaA,@etlevaxhaferi5162,arbenbshuaipi eshte nje djal cam shum kuktur familje sh mir por ky djal zgjolli zemren ja ndolli beri pamunduren bente mejen mama,0.0
yhNUAnnIcMo,@stavrimacoku,meta president koqekapedan skraparirivdekjes do ngele kocka ne fyt kete djale trim ne cdo detyre qe sherbyer bere detyren perkushtim ju sherbyer votuesve partise se ky eshte trim se sali berisha,1.0
c7b74Ex-kCA,@admirlamaj3019,vonuar shum per ber nje dokumentar per kte çift urryer gjith shqiptaret ishallh ken fatin qausheskut elenan tash kuptohet goditja terroriste ne top channel per dale ky dokumentar,1.0
Y94GQrRkaGY,@belinibelini8764,qiju robt ke,1.0
2MYQBaog-d4,@burimdushi4014,qift nanen enver hoxha,1.0
f6EPrj5Jjns,@MilanoValencia-dx3my,ky kredhninu thotete largohetambasada nes deshtonme iliret metensiç deshtoje vetene politikesi krytar partis aleancia kuqezudeshtoj larguanga shqiperiasi patriote madhe por sa duket ky atdhetar imagjinarla shqiperineperte gjetur rehatin tijpersonale familjar ne vendin be ku po banonnje patrijot se le vendindhe aqe keqe nje parti qe ky krijojsi bashkimi kombetarpor duke larguarper interesa personalee jo atdhetaredhe se fund ne eshber gjithologka zgjidhje per gjeedhe se duhet shkojme ne hene,1.0
JD-tAYIpgaA,@g.778,po kush eshte ajo grua qw ndahet nje burre mire para etj sic pretendohet jete ky po hajd se calu muhabeti spo tregon drejt ky cdo gje shkuar mire po ajo donte ndahej,1.0
CMPqrA5suRo,@XhuloH-rn6vu,realist avokat,0.0
D3_B8kKmUjc,@e.k4028,mbylle murrizi prestigjioz rai njiherit bythshitur opozitës kurse rai është putana klient shqipëtarët ndyrë përkrahin rai,1.0
HrDU5SxepBA,@jashargashiscalabrin4732,ju lumt po veshtir ndal kta matrapas duhet burgosen gjithe,0.0
d8eRvVLfsnI,@thanaspaskali4,po ku dinë gomerët për llogari,1.0
jOI5vUWJbPk,@mimozapali3497,bravo avokat beqeri jetoj ne greqi prej viteshkam prej vitesh qe prane shtepise time filloj nje ndertin ligjshem ky person korruptuar gjithe institucionet ne shkoderkur degjojne ty qe flet aq paster do degjojne muaqe ju nje avokat zotiuroj gjithe mirat per shqiperine shqiptareve,0.0
gnq_bShXo60,@user-tl1fg5vi2i,avukat lumte goja kane rembyer pasurine madhe nje kryeminri quet idhomene kosturi kerkoeni,0.0
PUyqWp5V3sE,@gjergji6162,nj kacifas bejleri mbajnë ndezur zjarrin shovinisteve pretendojnë vorio epirin turpi shekullit,0.0
nVeCIbiouUk,@eltongjoni-cw4bm,parë,0.0
8e1U-sfyaXs,@A.Z109,marr per intervist se nese intervistu pas koh,0.0
sBuYrv_W1hM,@user-vi8pp4if5l,fevzi shunme here durueshem nderhyn kote kotelere tjetrin flas,1.0
ul_GJAU6e-g,@artansallaku4017,menoj qe qen hera par sa her kan kenaq o ram maloket ke frig,1.0
c7b74Ex-kCA,@Moonlight-kx9zk,oh vjedheni sa mundeni se ky vend ashtu do kur ske zot shtepis gjithkush shtin duart ne,1.0
zPRIW50IYGU,@leamarku1110,ramaaaaaa ikkkkkkkkk,1.0
HxuCXIgilFc,@nandiakerami3344,po kush mo shume mire thote mbylle gojen degjo se ke faj koruptuar sikterise studioja,1.0
zPRIW50IYGU,@nebiuruci709,rama,0.0
gG62Vu4qwsk,@ilirmece,pis fëlliqësirëe gjetshi madhi zot,1.0
jOI5vUWJbPk,@davidmarku3031,zoti beqir corrupsioni eshte galopant,0.0
0ujWdDWJ0Ck,@krismurray1001,futi na shpull atij muti o edo,1.0
Y94GQrRkaGY,@robinhood3267,palaco ben vetem per show,1.0
zPRIW50IYGU,@fatih8203,po qa bejim ne ju apo njerzimi sherrit ne shqipni,0.0
WDk0jy-CiLs,@tinacela2281,respektoi z ngjela politikan,0.0
xzIKCYl4z38,@olsicekrezi,po aqe budallenje edi kete popull qe tu ndjekim po ju fytyra qe na mashtruar prej vjetesh,1.0
ul_GJAU6e-g,@detid3507,po zhdukenfare o hale larekeshtu shpeton kombi shqiptar,1.0
Y94GQrRkaGY,@bujarnelaj319,tu lumte goja gjigant jo raciste sice jan greket ne vjet pagoajm dekumenta skemi gje vetem ne greqi ndothe,0.0
l2TYc4sf9dw,@nikufeta7401,politika shqipersisë është hudhësh diçka ne plehra thuash është bër pis,1.0
R2K4IQGpiGM,@ardiano.p532,top chanell do mbyllet tani tutje,0.0
c7b74Ex-kCA,@nazmijesulce2800,ha muto ilirhaa,1.0
y-5Vl61eZmY,@sofikamemushaj2730,mëse vërtetë pale mona mami shiste banane rrespektoj por genjeshtrat thane ahaaaaaatregon qartë vjedhjen ju befshin harram,1.0
2MYQBaog-d4,@tirananeoplanalbania4264,po thote nje vertete qe politikaneve sotem sju pelqen na vije hidhur por eshte vertete ajo qe thote,0.0
JD-tAYIpgaA,@inaomari5290,maja eshte educat kurse arbeni eshte education maja dhidhi dhishtrig,1.0
2MYQBaog-d4,@shkelqimkembora232,per hire se vertetes amerikanet heshten egrit bythqiret anglezet cilet deri donin qe jugun shqiperise merrte greqia ne vertete mbrojtja qe beri enver hoxha ishte papare jugosllavia bashkimi sovjetik votuan kunder denimit shqiperise propozimi grek kembengulja anglise,1.0
2MYQBaog-d4,@rrugabardhyl7673,kte fundit qe tha zotria doli dashur tema qe sot marrin lek pension sot esht mjaftushme perpoq ngatrroj mabetin duke then fitosh luft bo luft esht gje madhe po enver hoxha luften boni populullin vet mer zotni min lek pension atere merrnin kapot enverit jo shtresa puntorekujdes kur flet,1.0
JD-tAYIpgaA,@yllkaqamili5396,shkreti çte gjeti,0.0
2MYQBaog-d4,@ganikurpali5855,kto metjet komuniste jan shum permitiv po nja qe ba punen lavires enveri po flet kot une ne kufi rrit utallshin urshtaret jugusllav ushtar ton ata snajper qe ne vitin imaj men une radje marrse dhanse jo telefona tela permitiv ushtaret ton kpuc qame kapota shkyme katastrof jankan gjdo gja,0.0
8e1U-sfyaXs,@melinamejdi43,ujku qimen ndron po zakinin haron po ishalla do zoti vene mend,1.0
HxuCXIgilFc,@blackeagle7947,welcome to north korea of europe,0.0
c7b74Ex-kCA,@careliaslims427,bajgat shqipris vraft zoti familje gjak pirsat boboooo ca behet ne shqipri booooo,1.0
J5Cg86mX9kc,@user-uo5ut4wi6g,o majan o surrat zi sic ke zemren qe njohke ramen hasanin,1.0
SDxqL7L2Ivo,@papalind,moj debile qe lepin prapanicen atyre qe paguajne,1.0
JD-tAYIpgaA,@AmeiseAffe,idajet nexhi dashnor,1.0
2MYQBaog-d4,@user-kq9si8ps4ytoni,vra babën ose nënën ty enver hoxha ty komonistat mershin atëmt në kufi,1.0
J5Cg86mX9kc,@mrJONY2014,sa legen more manjan gjithmonë ke qenë në anën gabuar duke shërbyer keqës antishqiptarizmit salinist,1.0
CMPqrA5suRo,@VojsavaLataj,ju ini qelbur gjith gjith ini per ne litar,1.0
gnq_bShXo60,@bashkimhida3502,lumt goja zoti idajet beqiri,0.0
HxuCXIgilFc,@SaintSkanderbegus,lumt goja o artan vllau,0.0
y-5Vl61eZmY,@nexhadkosova4275,hajduti belgjikes flet per ligjin ky hajdut ky sharlatan,1.0
DO6VjP2rIu8,@donpablo827,mbijetove se kishe pengun bleve qeveris rehat,0.0
xzIKCYl4z38,@ilirida9221,çfar niveli ke ra blendi fevziu servil hajdutve,1.0
c7b74Ex-kCA,@pellazgbejleri1658,mij dollar për foto o enver hoxha ku,0.0
HxuCXIgilFc,@ilirianbardhi7901,hallall buka artan,0.0
R2K4IQGpiGM,@KrenarMemaj-yq2ol,ku shef gjigandizmin gjigand,0.0
f6EPrj5Jjns,@luanhoxha717,arrestoen tte dyi iliri monikern,1.0
J5Cg86mX9kc,@Reynald2015,manjani flet mllef aspak objektiv,0.0
sBuYrv_W1hM,@mariglenduro4596,o tan mendoje se ke nje hall greqin turp po ne qe ke nje hall se ke fol shum po do varrosesh arkivol,1.0
JD-tAYIpgaA,@klajdimyftari9564,do vej ne origjin maja,0.0
Y94GQrRkaGY,@NamekGregory,is albania constitutional government when for years or more does not respect the constitutional rights for peoples and properties what ignorance is to think for open balkan and not defending the rights of kosova not kosovo and all kosovars who fought bravely for their freedom and win the war albanian government are sold to vicic and others for decades,1.0
jOI5vUWJbPk,@niko2832,rrespekt per mallkastriotin trim atdhetar idejet beqirinzoti krishti qofte ty o njeri zotit,0.0
l2TYc4sf9dw,@timoasimeti183,po ekzaktë gjergj luca,0.0
st4nul77_Oc,@Segafredo4488,ishalla pobte nxjerrin ty qe ke vite qe rri rames llape ne bythe kujtove vone sa keq eshte rama o koktul bandash,1.0
c7b74Ex-kCA,@besmirspanjolli4149,filloj gjuhetia shtrigave hahaha esht pjesa gallate ne cdo dy vite nxjerrin larat tyre keto,0.0
8e1U-sfyaXs,@sysefe8337,ky thote qe femijte duan nene tyre por ama pra errdhen qe prisnin babain qe doli burgu,0.0
jOI5vUWJbPk,@brothershipbrothership5716,ceshte ky avokat kokderr qe mbron dy kriminele sal nongradao ilir floririapo marre ky pjesën vetebravo avokat beqiri njeri ne koken këtyre dy hajdutëve kriminelëve,1.0
zPRIW50IYGU,@elianalia1082,kur fatkeqesia duket shqiptareve humor vertet per ardh keq kryeministri drogaxhi aktori cigan bythelepires ky lloj niveli kete nivel humori meriton,1.0
gnq_bShXo60,@Tufa-vl4bc,mund ftohen njerez japin opinion per disa qe ai personale inatin behuni serioze,0.0
0ujWdDWJ0Ck,@AndreasThano,gjetur ju gazetare ramen qe ju leshon pe po tuhet kujdes kur flisni kryeministrin shqiperisduhet qe gazetare kini kujdes kur flisni qe profokoni krywministrin,0.0
8e1U-sfyaXs,@tigritigriking5083,yll bote bravo bravo,0.0
zPRIW50IYGU,@user-nz6oq5uv3b,di per cfar file pd o budall,1.0
2MYQBaog-d4,@bajramvladi6866,bravo qofet duhet vish akoma ne televizion akoma tu mesosh shqipen shqiptareve qe kan marr dipllomat lek,0.0
c7b74Ex-kCA,@gentianqevani1010,kta,0.0
PUyqWp5V3sE,@user-fc9vy2xd6l,o artan ke koken ngjashme derit,1.0
HxuCXIgilFc,@diablodiablo7743,po ky kari qeka debutet ky lloj fshatari o qifsha motren un ty o bir kurve qe qeke debutet qifsha maman rrespekt tan hoxha,1.0
PvlhJPtEstA,@pellumbllanaj4543,poktas bullizim shum tjera qe perdorin politikanet gazeraret,0.0
zPRIW50IYGU,@shpetimrekaj919,njësh kryministrin legjendë,0.0
CMPqrA5suRo,@serafinskenderi1588,avokat shqipe verteten the mbronpo kujt thua,0.0
DO6VjP2rIu8,@marios6304,zoti blendi bregasi fevziu po ben gjitha perpjekjet per indimiduar kryeministrin shqiperise zotin rama mbi drejtuesit pdse jo vetem kaq por ben ironikun ne emision duke dale guaska gazetaritbehu vete kryetar pdse fevzi pas muajsh dorzoje se do dalesh dosje bashkepunetor ish sigurimit shtetit gje tjeter z bregasi vecse nje plehre kazanit mediatik zagar padronit tend sali shpellarit,1.0
zPRIW50IYGU,@billiss3348,albano njesh ben punen tendekaragjoz kryeminister ku vete shkerdhefsha familjen,1.0
HxuCXIgilFc,@chdjdxznxjjc9264,iko ore trap se ty do vrasin nje dite,1.0
DO6VjP2rIu8,@jetadeliaj5820,wos fut ne siklet mer goditje tjeter se cyryk le nam ate folur le nam kush degjon sje ngrit kryeministef por,1.0
J5Cg86mX9kc,@enrikrushan3470,flisni shqip mja shitet pordhe fjale huazuara qe kuptojme,1.0
xzIKCYl4z38,@user-xo9un9ev6u,gomar eshte kthyer ne krric,1.0
0ujWdDWJ0Ck,@beharcelaj,enver hoxha mor ai quante tradhtar kombit gjith ministrat pushkatonte,1.0
CMPqrA5suRo,@blackeagle7947,aspaku eshte drejtesia qe duamrama veliaj ne litar,0.0
nVeCIbiouUk,@DN-ph5sp,edirama,0.0
2MYQBaog-d4,@Ariana-hx3yk,lumte goja vertet enveri bere shqiperi,0.0
JD-tAYIpgaA,@brikelasuti7194,kuçioten more o mavri,0.0
HxuCXIgilFc,@safetveizay8010,o artan muti o legen sa paguan ramao qen bir qeni hajdut shpifes,1.0
j7gBiTH3DIg,@aljonqoku2694,gezosh fustanin bobe,1.0
zPRIW50IYGU,@sajmiramehmetaj9691,kryeministrit vjen ne fund kemesi skuth o budadh hengret bishtin ty or shkrete,1.0
WDk0jy-CiLs,@Namreauli135,nxirni kata thençin politikan per propagand mbani mend janar c tha ky miku jo po miljon gje jan top chenel tha popullit ngrihuni per protesten korrupsionit autobuset falas janar sa vajtet ne shesh ju armatosen ju paguan ju pren internetin ju lan ne shesh kur arit qellimi protestes ore do shperndajm pam pym nja veta ju leshuan uqrit uniforem jan lidhur bashk ca media ne shqipëri shtetin ngusht fare thon popullit investime turizm bla blu bla flisni njher per dosjet ose mir flisni fare se rezik na hapet ndonje luft civile,0.0
JD-tAYIpgaA,@user-ey7rt4vp1i,shiko cfare meret kypo se martuan zor morr zotni vete morrisa turp shiko shtepi ne malin robit avukati ha mut poshte perpjete,1.0
JD-tAYIpgaA,@user-ml6ub2rl7s,ore avokate dale djali jashte shtetit sqaroje turpe,0.0
HxuCXIgilFc,@daniellumonllari2735,ketu eshte cmenduri nje akuzuar per pjesmarrje ne organizata terrorriste shteteve huaja gabele greke afrikane se nje mut jane kanditon per kryetar bashkie duhet rikthyer regjimi reprocititetit greqinenuk kan hequr ligjin luftes shqiperine njohin minoritet shqiptar ne greqi na kercenojne mosfutjen ne be rendesishmja njohin masakrat genocidin ndaj cameve zonave kufitare shqiperise se jugut permet tepelene korce se keta gjirokastrite himarjote mire kan pas gjithe prandaj jane keto probleme,0.0
sBuYrv_W1hM,@nevresberberi2973,bravo zoti artan hoxha gazetar drejte ne shqiperilere zoti fejzi flasi gazetare artan hoxhes disa tjere duhen shqiperise,0.0
zPRIW50IYGU,@klotildacenko2293,njesh edi rama,0.0
2MYQBaog-d4,@user-vz3dk9vw8b,lodh kot ata qe kan tru cthurur,1.0
c7b74Ex-kCA,@afrimimeri,horrat politikes shqiptare per plot vite ukanpire gjakun popullit shiptarhorrave pertej burgosjes duhet konfiskuar pasuria miljona euroshe duke uakthyer taksapaguesve shqiptar bindjen po tu konfiskohet pasuria horrave politikes shqiptare shqipria do shendrrohej ne nje zvicerr tespakbkh kan pergjegjsi ligjore verifikimhetim pasurive miljona dollaresh politikanve ish politikanve duke uasekustruar gjithcka vene ne saj vjedhjeve ne detyre,0.0
SDxqL7L2Ivo,@KGJT8,lumtë rama perfaqësuesi kombit shqipëtar interesat shqipërisë duhen mbrojtur,0.0
d8eRvVLfsnI,@arionadhimo3851,kete pano sakon do benin mire fusnin ne cmendine sepse pervec se llap etike eshte psikopat xheste kuptoj mund nxjerrin keta neper tv per folur dine keta per gje tjeter jane shitur partiak jane asgje teper,0.0
HxuCXIgilFc,@afrim1241,artan njeshi yll,0.0
nVeCIbiouUk,@Maria-vv9yg,zoti rama respekto ligjet respekto minoritetin drejtat njeriut jo vetem partin tende,0.0
VJKFRs1xGe8,@golemi6966,noka hajdutinjorant legeni paftyrë njeri pyllido cuar prapë në pyll se atje kan vendinka vjedhur marr apartamente pastreh në sarandëpër vetemotrën vëllanëpa qenë fare banor sarandës lëpirës berishës,1.0
c7b74Ex-kCA,@litvanaagolli3507,shume drejt komentuesitkur do behet ajo shkrete drejtesi se na plasi na beri qe neveri cbehet ne kete vendu krijua nje drejtesi re paga larta ne vendbile medhaja se kreret larte venditpresidenti ekryeministripo neveritemi se deri tani vetem konstantimenuk hapen hetimejo vetem indicjet por vullneti inicijativa tyreperse be reforma drejtesise deshtuare vallejemi zhgenjyere demoralizuare burra drejtesixhagolli,1.0
f6EPrj5Jjns,@blackeagle7947,kreshnik komunisti bythqir lepires,1.0
HxuCXIgilFc,@spiridhonkonomi5993,ky qori vdekur esht cfar thot deri ne vdekje,1.0
HxuCXIgilFc,@user-xi8lt1tg6v,bravoartanpoifusjedhenjepllembsyve,1.0
sBuYrv_W1hM,@arifulliri5441,bjeri tani ne koke se na kane mbete ai mbase kepuces keta greketke shume drejte bravotani,1.0
c7b74Ex-kCA,@juridakorbi7510,shume vlefshem dokumenti por duket fija komuniste qe pershkon kete pseudo material permendet koalicioni lsise ps apo ne ate kohe ishte paster meta njeh edi rama meten kerkoi gjilperen ne kashte ne per bere koalicion ky eshte material gjysmak,0.0
zPRIW50IYGU,@aranitbala262,vk boll batuta na ca trapi,1.0
2MYQBaog-d4,@tofibregasi901,enveri beri ato qe beri poka njers qe duan qete rrojn ne krat ete tierve ata qe duan bejn korrupsjon ata qe miren drog keta njers duan keto gjeraata qekan zuptuar gjitha tokat shqiptare ata qe dolen ne kasollet kashtrroft sala se uafut kan mir,0.0
CMPqrA5suRo,@ilirstafa9719,bravo avokat,0.0
8e1U-sfyaXs,@bashkimsalillari3876,bravo bravo djale mire berti duket njeri qe eshte bere pishman per cfar gabimi bere,0.0
HxuCXIgilFc,@nazifrraqi3302,shqiptar artan hoxha,0.0
gnq_bShXo60,@bujarnelaj319,vetë meta di se sa vjedhur mineren selenises ai pasur mbase ardhur koha pastrohet ai vend mafjozat,1.0
JD-tAYIpgaA,@agronkarajfilaj8278,ishadha spo nrron temen ilir meta,0.0
2MYQBaog-d4,@gjergjiplasa4190,tamam filmi ne paris ublodh unoja o pika llupi,1.0
9ivr3YoZmCo,@fiqirimidha1044,bravo o curri bjeruni këtyre agjentëve gërqisë shkuan porosi nongratës,0.0
HxuCXIgilFc,@tonyalb3863,kir thot ky pederi syze thot qe esht lab del nji lab tja thy turinjt kti langaraqi se ky robqim esht gjak perzim anadollt koptik bre ja qifsha fis far,1.0
f6EPrj5Jjns,@velicela8073,alamanjana eshte ne hall se ngren ne nji grazhde mecen,1.0
CMPqrA5suRo,@xhemalinexhmije4597,flet sot ja the ne koh,0.0
nVeCIbiouUk,@arsenhoxha3800,himara eshte greqi,1.0
HxuCXIgilFc,@prespa78,problematika ne shqiperi eshte qe shqiptarët shesin bythen shumë pak lekë,1.0
HxuCXIgilFc,@shefqetthartori3684,brave artsn njri ifuqishëm për shqipërin poshtë hajdutrit poshtë krimineëat shqipëtar,1.0
zPRIW50IYGU,@rexhinaboci6363,loooot lot lot albano super aktorpor skishte humor ishte force ajo qe bere bravo qeshur ngjeshur,0.0
l2TYc4sf9dw,@fitimzuka4654,moderatori klloshar cipt,1.0
SDxqL7L2Ivo,@dorinedo5134,bravo hera pare qe flet duhet,0.0
PUyqWp5V3sE,@KostasGeorgou-yc4qy,z rakipi duhet jesh objektiv gjithe jo tu besh krah plehrave z hoxha,0.0
HxuCXIgilFc,@user-uo8xf7jb1x,ai bthq vrare prere koke zbathurit mbrojnetani hallall,1.0
HxuCXIgilFc,@flowerm7007,bravo artan maskarenjte dalin ne mbrojtje nje vrasesi bejleri,0.0
yhNUAnnIcMo,@user-cw5zj5iy8w,vepro qemendur gajaset,1.0
HrDU5SxepBA,@aggressor8464,kompania apetiti është kompani kriminale sepse disa skandale shitje lopëve ngordhura skaduar etj,1.0
c7b74Ex-kCA,@giorgostsolakou8058,shume mire keto dekumenta kur ata duhen futen ne burk gjithe ata qe kane vjedhur ata qe kane vrare psh berisha meta rama qe po jepni populli kerkon nje emision per ramen,1.0
y-5Vl61eZmY,@danielakili6705,futi nburg liken moniken nan bab vjerr fmi kushuri tgjith kan faj tgjith jan pasuru leket popullit burg,1.0
ul_GJAU6e-g,@alfoncogutieres3372,grida qe hane ato sy duke menduar nje pushtetin dashur gjith jeten realizua,0.0
ul_GJAU6e-g,@aveber7375,ruajtur zoti vella,0.0
J5Cg86mX9kc,@shezoalikaj2290,mereni more hidheni ne kosht plerave ylli kurva,1.0
y-5Vl61eZmY,@user-bw7qe4dy1z,avokat mus pusho mxirua gjitha ketyre mostra se na ndoqen vendi gjith popullin,1.0
l2TYc4sf9dw,@italiaalbania1245,gjergj luca dridh kqeka familie shkelqyshme familia saliut gjith hajdut brenda goca gruja zeni harsen lypeni sali,1.0
J5Cg86mX9kc,@VloreVl-iv4lw,qufshin camet ropt o kurve burre,1.0
_66eRcxv4Fk,@ghostrider8551,top kanali halesë,1.0
zPRIW50IYGU,@Albania-jd6qf,shaka po ja fut do t mira ahhaaha,0.0
HxuCXIgilFc,@user-mh1ts8ke3d,oh taninuk shikon ate kolegun qe eshte shiturduket kilometra drite qr eshte shitur padituri kupton bjeru ne koke shiturvee drejta verteta shqiperis fshehin dot mbas shiturve,0.0
VJKFRs1xGe8,@katialfr1,qent sales,1.0
2MYQBaog-d4,@gentile7933,sa budallenje jena ba,1.0
nVeCIbiouUk,@vladimirabazaj5873,bravo kryeminister edi rama meriton respekt himara eshte tok laberi vlora shqipetarekorupsioni denohet fredi belerifrom albania,0.0
c7b74Ex-kCA,@kastrioti91,hajde like se saliu po dini tja qini nënën këtije vendi,1.0
y-5Vl61eZmY,@user-jt5ct9fq6z,por ku imeri kete to lekt ne diber,0.0
CMPqrA5suRo,@bobiberat6196,o avokat na trego per sa kohe ikin keta qen ne burke qe fus nje kokerr gjumi qe kur zgjohem ngjaje sikur erdha ne jete tjeter,0.0
HxuCXIgilFc,@galofasko9530,artan hoxha pifsha dollin thot populli jone dashur keta fis qirat qe mbeshtesin akoma ate jane pjesa kalbur atyre qe flasin shqip mbajne pasaport shqipetarerespekte artan hoxha,1.0
8e1U-sfyaXs,@dardaniailly1415,ku shpertheu ne lot,0.0
zPRIW50IYGU,@gentipelivan205,car droge pi mo vella ste mora vesh farei papar,1.0
y-5Vl61eZmY,@shqiperiaetnike3153,bravo bravo bravo avokatje trim patriotndersa spak dumani kane rastin behen o fitusa heronj ne luften kundra ketyre hajdutve kriminelave popullit shqiptar ose ne kundert do jene bashk fajtor korupsionistet natyrshem do quhen tradhetare interesave tona kombetareose po skane kurajo kane frike banditet metes berisheste japin dorheqe marin rrogat majme euro ne muaj,1.0
HxuCXIgilFc,@erionfier123,po mbylle gojën o qifsha robt,1.0
y-5Vl61eZmY,@nazmijesulce2800,o avukat shikon qe po bejn gje ajo xhgorra ae mbajka femijjet fatimeja turp turp per plaken felliqur,1.0
l2TYc4sf9dw,@AMARALDO.97.01,vertet djal mir shpis mir ne baze zakonit qe kena bab babgjysh,0.0
NE__Imj_Sv0,@ismey7548,irisi vdekja bardhe,1.0
NE__Imj_Sv0,@arturkananaj906,imagjino kesh grua luarasin martofshi kurr,1.0
FtBcuwX8j_0,@AlbaniaTX,ha spaku ate lali fekalen vetem po pushoi zemra shpeton ai vend ai pusht,1.0
PUyqWp5V3sE,@mounteverest9130,artan hoxha duhet edhte trimi madh kombit shqiptar,0.0
FtBcuwX8j_0,@vesaserena2416,bravoo bushati,0.0
R2K4IQGpiGM,@NderimGashi-nt3en,ky jo veq kryeminister shipris por ter ballkanit ba gjyna per to veq shiptarve,0.0
WDk0jy-CiLs,@altinzoraqi6929,na rruaç prof gjela,1.0
DO6VjP2rIu8,@festimkurti1191,teater teater partit qe krijoj ramis alia vjet njejta gjell veshtirosur gjell komunistash gjell qenesh porosia dikttatorit alia cirruni bertisni digjni shkatroni shahuni mbar prap vetem pushtetin lini ne duart atyre qe vram per vjet se hakmerrenleccc,1.0
xzIKCYl4z38,@user-qw5qt1fq8r,ne lpith kurves veje,1.0
SDxqL7L2Ivo,@alberthalilaj9802,iki moje shurre,1.0
HrDU5SxepBA,@andreacaci2429,bravo djema,0.0
KHNPb81a21M,@user-ho9po5ee4x,shikon edi estetiken,0.0
l2TYc4sf9dw,@bluesea8,bravo gjergji ashtu beri sali krimi seren kriminale ne shqiperi zoti marte hak se dogji shkateroi solli vec percarje,1.0
CMPqrA5suRo,@ardisuxhe,hip ai neper hunj por kur keputet qe anej ngulet huri ne b,1.0
9K0R8kWCauo,@enveromuri7103,ndersa dhenat tua vendi eshte ne grope,0.0
c7b74Ex-kCA,@marinaqigjoni26,gjakpirsi shqiptar cdo gjak shqiptari qe pir kancer alucemi ne gjak familjes se at duhet varen burr grua,1.0
9K0R8kWCauo,@helionaliaj,vllai p satëme ktë desh thon,1.0
8e1U-sfyaXs,@tigritigriking5083,bravooooooooo,0.0
HxuCXIgilFc,@lulestafa1633,artan,0.0
HxuCXIgilFc,@landiperolli4445,ma qete mor zotni asgje merret vesht bertiturndoshta asnjeni dne ku flen lepuri,0.0
2MYQBaog-d4,@lalajedmond5058,respekte verteta duhet thene,0.0
CMPqrA5suRo,@user-im3ll9qg7d,idajet madheshtore krahasushem,0.0
CMPqrA5suRo,@hondohondo6060,idajet ky po hyri në burg duhet dal mëse aq korrupsion sa mund mohoj gjitha vjedhjet,0.0
R2K4IQGpiGM,@valentinallapaj9484,bravo grida vjen shume keq qe tille njerez qe presim na bej shiperine shkoj ne europ ku njeri duhet flasim doga jo rama,0.0
CMPqrA5suRo,@marijest6646,tmerrshme fjal zoti madhkofte këta kriminela popullit shqiptarë na pin gjakun tan jeten rit rejat marrin rrogat kurbetit se ju bahet haku ne drejtim etejer,1.0
nVeCIbiouUk,@albanmulari8165,palaco,0.0
y-5Vl61eZmY,@yllimjeshtri985,bravo qenke pergatitur,0.0
CMPqrA5suRo,@xhemalinexhmije4597,flet sot ja the ne koh,0.0
zPRIW50IYGU,@canabiss1,kur merzitur fus nje albano rregullohet cdo gjeje tashmja ardhmja humorit shqipetar,0.0
CMPqrA5suRo,@lilianasaliasi6734,bravo avokat,0.0
