Comment,Label
po kanceri do tjua haj juve bashk me gjyqtar e prokuror te korruptuar e te degjeneruar qe lironi kriminelat perdhunuesit hajdutet vrasesit e mbani ne burg djemt e nenave se o kapni duke pir nje cigar ashash,1
Ata nuk jan kapur akoma 😂,0
"Tkesh ta hash ti naj thik bythve, qe mos t ecesh mo",1
Bisha👇,0
What?,0
😮,0
Fuck u,1
🔥,0
Dhe ty kur te plagosin ndonje dit cunat e lagjes me ndonje thik mishi mos i denonco ☠🚫🙈🤣🤣🤣🤣,0
Turp per ate gjykate 👎,0
Me aq kek i kjshin hudh fare carcafet dhe blenin te gjitha te rinj ne qese 😂😂 dhe kur te beheshim per ti lar prap mbas 42 ditesh kishim mundesi prap me i ble nga e para😉,0
Hahaha me aq lek blen per gjithe spitalet e shqiperise carcafe,0
Kanser,1
Me kto tendera u gri ky popull ku je moj Amerike per ti verifikuar parate tona,0
😡😡,0
☎️,0
"Qe te iluminoheni pak nga matematika...! 30.700.000 se s'po i fus numrat e tjere ne radhe...me leke te vjetra nuk bejne 370 miljon,po bejne Treqind e shtate miljon! Kaq per sot...neser paraqituni serish ne lexione te dashur nxenes...😜😜😜",0
"Mos i gezofshin o Zot ato lek se po vdesin femije e te rinj per 50 milion lek,per nje operacion qe mund tju shpetoje jeten... dhe keta ngrejne kulla me parà.",1
E para me aq leke mban ne pune gjysmen e shqiperis e te lan jo carcafet po dhe gjith shqiperin e dyta jo me 370 po me 10 ml mer carcaf te ri per gjith shqipet dhurat. Kta po na vjedhin mes dites dhe populli fle per te lare carcaf njeri 370 ml leke per nje puntor ter diten pun 5 mije leke shqiperia ka mbaruar,0
asigjo gjona tvogla,0
@ediramaal te lumte,0
Ky si ne kohen e pd si ps po vel shqiprin duke vjedhur,0
po si ja zuri xhepi gjith ato lek ?,0
Po ca pret nga bq. Ky esht nji pler nji fundrrin me 100 ftyra. Mos i honkshi dhe kancerin e ka pak.. ptu. Te ato carcaf vdeksh,1
Po kshu funksionon ne gjith boten politika esht e lidhur ngusht me mafian ska ci ben populli kush do qe te vij ne pushtet mafia ka per te pasur gjithmon lidhje me politiken dhe cdo lek i madh xhiron mes tyre ska per te pas asnjher drejtesi sidomos ne shqiperi,0
O Dallkauk po ne kohen e PD qe ishye kryetari i Dhomes Se Tregetise ky ishte burr i mire? Tani eshte Oligarku i PS. A phuuu . Po beheni me keq nga TVSH-ja ju o plera.,1
E keni marr vesh qe esht bo keq per uj?😂,0
😡,0
Ku Ven Lekat Tona Ilace Dhe Aty Te Ai Spital I Lenç,0
As Mbapeja sben aq. Hajde peshk hajde,0
"Ky qe vodhi rrugen e Kombit, kur ishte zvminister",0
370 milion leke😢???? Me jepni mua 30 milion leke se po porosis 3 milion carcaf komplet per gjith shqiperine te vjedh dhe 20 milion 😂😂😂😂😂,0
"Kur s'ka populle , ca pret te kett shtet ,😜",0
😑,0
"ore  që kur erdhi rilindja vetem leshi jaku preshi kola marku nikolla pali ka""i pjerini paulini toma  zefi  filja mara arta Dranja  lindita dhimi  qimi  thimi  dhe salillari po marrin tendera. Kjo i bie që kush ka emer të ngjashem dhe origjine rimuese  PALIKARI  DO BEHET FITUES I PARI.Votoni rilindjen ju bej thirrje ju të gjitheve shqiptari palikari salillari  doshi koshi zefi qenefi leshi preshi  lushi rrushi ,se keshtu ju a fut edushi dhe lali eri  sa të ju mbajne me nder meneri dmth mbrapashtica si kafica RROFTE KOLA SE U KNAQE DUKE BER GOLA. RROFTE PARTIA  POSHTE SHQIPRIA  se per ne NUK KA FUND POSHTERSIA.ÔOOOOOOO ZOOOOOT NE DOOOOREN TENDEEEEE KTEEEEE POOOOOSHTEEERSSSSIII .URDHEER OOOOO I DREEEEEJJJJT MJAAAAAFT TEEEEE PEEEERGJERRROOOOHEEEEEM.VEEETTEEEM TIIIIII SEEEEE NEEEEE MOOOOREMMMM FUNDDDDD .DESSSHHHMOOOOO SEEEEE EKZISTOOOOOOOON.",1
lek xhepit 🤮,0
Ky eshte krye hajdut!,0
😱,0
"Ore sikur ti blesh te reja nk kushtojn aq lek,qa rq jan kto njerz",0
"Me kete shume 370 miljon lek nuk e nevojshme fare ti lash carcafet , por blen te reja dhe per 10 spitale  reja ..😜😜",0
Grun ja .ifsha,1
Tpakten do e beje nje pune,0
Ah moj shqiperi 😢,0
I q*n e vjedhen popullin deri ne palc,1
KUSH DO PUNE MENAXHER ?,0
Ky biri kurves edhe tenderin  ushqimet e QSU.Nen e Tereza.,1
Po njeri si kundeshton kta kshu qe esht normale qe kta do vjedhin sistematikisht per sa te jet mundesia,0
Ti laj une me ate prapashtesen😂,0
Dhe ja ku do vijne “sufllaqet” per ge komentuar se si Sali e shkaterroj Shqiperine dhe Basha po ben opozite te keqe!,0
Shko re pirdhu na thuj naj gjo tre se ato do i fitojn normalisht njerzit e rames e metes e saliut kushdo tjet npushtet,1
Shqiptari qenka qenia njerzore me i pangopur ne bote....vetem un un dine jo te vjellin me karar dhe njerzit ti ndihmojn nganje cik qe te ecim para si bota...xhanem ashtu prej hundesh i dalin dhe ketyre leket kot si thon leku pa djeres del shum e perlum,1
i paska lare me flori 🤗😑,0
Naten e mir i uroni atit qeka parkuar makinen para fijeve te korendit .nese bejn mas  ja djegin,0
Paskan zbukuruar pallatin meqe po afrohen festat.....A ta lumsha shqipni si ma ke kap veten,0
Shnet ✋🏼,0
Meri mor ti shesim,0
😱,0
Tu zbukuru pallatin per vitin e ri 👍😍,0
Naten nga Tirana,0
Si von flinke o admin 🤔,0
Naten e mire 😊😊,0
Ler te provoj ti vjedhi njeri po ja mbajti bitha 😂,1
Po mire tja beje kur e paguajne privat jan ato,0
Naten 🤚,0
Menyr jetese o njerz kurva,1
Mirmengjes 🤷🏻‍♀️,0
"Ky mirë e ka vënë një trekëndsh rreziku, shumica nuk vën asgjë!",0
Mirmengjes 🔥,0
Security level 1000,0
@kristjan_kristo93  paske fillu pun heret sot te lumt je tu ba 💶💶😂😂😂,0
Miremengjesi!,0
🤦‍♀️,0
Mgjesi Po hidhni ndonje gje te bukur qe ne pik te mgjesit jo kto,0
Pun po ben ishkreti,0
👏👏,0
Gjessii,0
"Epo mire, ca tbej dhe ai i shkreti..",0
Transport i sigurt 😉😉,0
KUSH DO PUNE MEKANIK?,0
lufte per mbijetes 😕😕,0
😅😅,0
Mgjes.rrugen e mbar kujdes mos biesh te ndonje grope,0
Per qen a ba pedonalja se njerzit jan ik ...ma tmir qita se ai se ka ba ket projekt kot,0
"po ne shum qytete njerezet po pakesohen dhe qente ,po shtohen ,.. sa te merziten dhe qent me ket qeveri ,dhe do kerkojn azil dhe ato 😂😂😂",0
Jan nati kur do herë 😂😂,0
@fabjanmalaj96  e ke lon kerrin viza tbardha 😜,0
Po do marresh çiften or lal e do dalesh per gjah se ndryshe ske ça ba hahahhahaha,0
ja se dhe pak sa te bjer bor dhe zbret #uki 🐺 dhe zevendeson kipen e qenve,0
Vetem qent po ngelin ne shqiperi,0
Ke frik te dalesh ne der se jan qent tufa tufa  zoti na ruajt .,0
Vec qen kan ngel se per njerez nuk behet fjal,0
"Te pakten keta nuk jane mbledhur per perfitim fondesh publike , te cilat jane taksat tona , jane te pa demshem , me te rrezikshem jane ata me kollare , nga ata ruhuni 😉",0
Cfar Masa kerkoni...,0
kur i thrret çunat per sherr 😂,0
Me ju bje ne hall robi mi vra thoni pse i vritni mi lan nuk merr kush masa.,0
Po kta duhet me. I Respektu se kan ma shum bes. Se Sa do burrat E sodit,0
Mos u tutni burra se ju i hani qent para se me ju hanger ata,0
Sthon kot tropojant rri mir se ti turra qent🤣🤣,0
Po i shton qeveria vet per te shtuar popullsin 👌,0
Me 30 vet..,0
Kan mar sundim te vendit ata miqet,0
Ka ikin te gjimnazi per pervjetor hahah,0
@jehonmargjekajofficial  Fuck tona ligjet 🤣,1
Tkishin me ju Hänger me jau shkerthy kocin,0
Spo mirren masa per kafshet me dy kom ti thu per qent...ngrijeni zonin per ata qe po ju shkelin per dit se kta po si lujte sju lujn,1
Qènkan rrit Sorrat 🤔,0
Qeni eshte kafsha qe jeton me njeriun ku shkojne njerzit atije vijne dhe qent iken na fshati erdhen ne qytet dhe qent ne qytet hahahah,0
Jan mbledhur cunat tu ik ne kalceto.!,0
Masa të meren për njerëzit se janë më të rrezikshëm se këta,0
Qytetaret kan te drejt..Po nuk vriten se jan gjynah kan zemer dhe ata e dun te jetojn..qeveria duhet te hapi kanile si gjith bota.,0
Po me qent ca ke????ke sa te dush qen me dy kom qe te hajn gurrmozin apo sta ma.,0
@robinald.osmanaj  qen e mace plot 😂😂😂😂😂,0
Sala paska shkuar ne vendlindje,0
Uuuaaa paska mitig PD&LSI,0
Merrni shembull shikoni si rine te gjithe bashke,0
@hdocaj_bs Te prsh lok 😂😂,0
😯😯,0
Shum bukur njerezit kan emigru dikush tirane shkoder durres dhe qytete te tjera edhe jashte kufijve shqiperise Prandaj dikush dot qarkullojne ne qytet,0
Grupi I gatshem 🤣,0
Lere se kan sherr 😂😂😂,0
rujuni se ju ha bubii,0
Kush o ai pari Erion Velia😂😂😂😂😂,1
@mariselacurri_ ca ji ka thu more?,0
Qenkan mbledh cunat prap,0
lerini te qete,0
Ata QE KANE NGELUR NE qytet 🤣🤣🤣,0
@mirsad_trezhnjeva tu ik tu pi kafe te 2A 🤣🤣🤣❤️,0
@lediogjekaj jasht ligjort n'aksion😂😂😂😂😂,0
U paska vajt mendja ne p.... te shkreteve 😂😂,1
Zevendesojn rinin qe ka ik ata 😆,0
"Kan ik njerzit , dhe kan ngel qent rrugve skan faj te gjoret😔",0
Le o vlla se kan dhe ata parlamentin e tyre,0
Qen bashkie,0
3-6 100 lek 😂,0
Ti shoku nuk duhet jesh tropojan. Tropojani se rrun per ujk e jo me nga qent,0
Rama ik,0
Kir smarin masa per ju qe jeni me keq se qent se nuk e ha qeni robin e mir se ka nje forc te pa par per te ndjer shpirtliget un kaloj mes turmes dhe kurr sme ngacmon asnje qen ruhu nga njerzit jo nga ato,1
"Nga njëra anë i denoncojnë ndërkohë pasi merren masa duke i vrarë, shprehen :""o sa gjynah, zoti i vraftë"" 🤷‍♂️",0
Po edhe ata duan t dalin me shoqerin xhiro shko pi i kafe e ti bashk me ta 😂,0
I ben rama gati per votime pas dy vitesh. Jan te vetmit qe do votojn sepse njerzit po ikin per azil n vende tjera t europs,0
Me mir qent sesa njerzit.,0
Dhe si gjithmone masat merren kur ndodh dicka e rende dhe kalimtaret e paguajne me jeten kalimin nga ajo rruge.,0
😲 ka ardh edvin i kristaqit me punimet e qytetit ton,0
Nuk kam pare ndonjehere 😳😳😳,0
"Edhe tropojan edhe ke frik prej qenve , jazek djalo 😂😂 @gentian_necaj  internonje ka lushnja ket tipin",0
Ne qyteti tim po i sjellin naten nga rrethet e tjera se nuk lejohet ti vrasin dhe jemi me shume qen se banore kemi frik te dalim vetem dite e jo me naten,0
Aty nuk ka ngel kush te pakten qen te ket,0
E pse te marrin mase po kafshojme cfare po u bejne as po u ngacmojne nese nk i ngacmon... masa qe mund te meret per kta le te bejne nje strehez dhe te fusin qwnte e padtrehe ti sterilixojne dhe ti mbajne aty fumdja fundja taksat i paguajme dhe  ata duan te rrojne jeten ja u ka dhen zoti dhe jo tja u marr rrobi😍😍,0
Jan ne gadishmeri mos kaloj ndonje politikan🤣😂😂,0
Thuj ujkut te cerrikut ti shqyje 😂😂,0
Grupi Ham Ham,0
Banditat bc hahahahahah,0
@arlind.cukali kto e mbrojn tropojen 🤣🤣,0
jan tu rujt qytetin,0
Ahhahah jan turistat e Edi Rames 😂😂😂😭😂,0
Normale se ska ngel kush ma aty,0
Jan shoket e Rames ata🤣🤣🤣🤣qe ruajn rendin e qetesin publike🤦‍♀️🤦‍♀️😜,0
noizy me 30 vet  apo jo @hazis_gjini 😂😂😂😂😂😂,0
🤦‍♀️🤦‍♀️🤦‍♀️,0
po mir bejn ta mbushin me qen shqiperine se njerit thuajse kan ikur,0
@eli_mikael_  i hoqen garat me qent kto e ka kerrcit qeni madh neper rrug 😂😂😂,0
Sa er ekam kaluar kte ur,0
2020!ndoshta kam lene oren pas 😉😉,0
Mir o anonimi pa merak do zgjidhesh dhe ti po na kujto prap nga viti tjeter se shum pun dhe harrojn,0
Po tham te gjith anonim kurr mos u befte ura se rrojme me frik mir qe nuk e bejn,0
Po me uren cpaten,0
Te hengert anonimati,1
Anonim se me bo gabim me dal me emer ta shembin edhe ate qe esht .,0
@shabanrapo ka dhe me keq besoj se ktej nga ana ime kshu esht😂😂,0
Ka plot probleme ne kete vend mjer ne ku jetojm,0
@eddi_berat  ti je ketu re vllaj👌👌👌👏,0
Kte ure keshtu e mbaj mend dhe une ktu e 15 vite me pare...,0
Meso te shkruash!,0
😭😭🙏🙏,0
@tilidyrmishi @netiimarra @orgest_saraci u be e famshme mbrakulla😂,0
Se kuptoj ka ardh 2020 dhe un akoma jam ne 2019 😉😉😉😂😂😂,0
"Nuk esht ura e vetmja rrug se e di un , ka dhe rug tjeter po kjo esht rrug e shkurter",0
Per fat t keq ka edhe me keq akoma nuk ka rruge kalldrem jo (Asfalt) ne disa fshatra cdo transport behet me mushka & kuaj 🤨😑😏🤦‍♀️,0
Po pse anonim?? Apo ke frig se te prishin uren 😛😛,0
Kot skan shku per paparaz kta😁,0
"Thot anonim se kshu jan kta 2 qind leksha dhe ka frik se I heqin ndihmen ekonomike, per 30 mij lek ne muaj kta shqyhen per PS , jani te gatshem tu japin dhe grate🖕🖕🖕",1
esht qytez poliçani re boti😂😂😂😂,0
KUSH DO PUNE NDERTIM ?,0
😔😔,0
Ura eshte ne rregull po atij cunit I ka mbaru nafta 😂😂😂😂😂,0
Sa gjynah a mjer ky popull ku jeton 😢😢,0
E kan rujt per ure antike 😂😂,0
Ok ai po punon... po ti ca po ben 🙄,0
Pse nuk dalin me ja blloku rrugen Ilir metës e me i thene investo dhe nëpër fshatrat e skraparit o të pa shpirt se jo vetëm në mbrakull po në shumë vende të skraparit policanit beratit nuk ka as rrugë as infrastukturë i keni lënë njërëzit si mjeranë shumica vuajnë vuajn aq shumë sa ua keni bere skemat kastile që ti tërhiqni per hunde kur vjen vetëm koha për të zgjedhur plehrat në krye të pushtetit o pushta se e shkatërruat këtë Komb këtë popull,1
Mjerim😢,0
😬😬,0
Po pse anonim?? Ti qe shpreh shqetsimet pse preferon tjesh anonim????,0
"Seriozisht, akoma me kto halle ne😢",0
Ket e kam par dhe un,0
O kta e don litarin ne qaf jo ne der,1
do mari karrotercin se ju ka prish dera 🤦🏻‍♂️,0
Dergojani Sander LLeshit kete foto,0
😂😂😂😂,0
ka lezet dhe një kuptim,0
U ka bo ves jo se ka gje dera 😉,0
E ca ka ketu per te ber foto nuk ju ndoth juve tu prishet dera e makines 🤔🤨,0
Hahahahahaha,0
👏👏👏,0
E kan lidh mos me i ra syri keq,0
pune e madhe punen e ben ajo,0
😂😂,0
Hahahahha gjynaf,0
Freslluk,0
😂😂😂,0
Ja ka qr na njeri ja ka fut me kamion,1
Per te qare jo per te qeshur,0
Ca nuk po shohim e degjojm 😜,0
Vl ka mbaru shteti jo me dera e makines 🤨🤨,0
😂,0
😂😂😂,0
😁😁,0
Fajin e ka qeveria,0
U ka prishur dera  ja naj gje ketu  pse juve sju ndodh skeni pune dhe mereni me budallalliqe o popull,0
"Imagjino me ndjek ndonjerin edhe mu fut me shpejtsi nkthes 😂,ta shofesh policin ne krah tjeter trruges barkas",0
😂😂😂 po u jep shembull prnd,0
😂😂,0
🤔,0
E mban te lidhur x te tremb njerzit,0
😂😂😂😂😂😂,0
E kan len per ajrosje 😂😂😂,0
🤣🤣🤣😂😂😂 pakten e kane lidhe deren moss bine dera 😂😂😂,0
😂😂😂😂,0
A ka qen hesell mos ka pir qe ne mengjes🤣,0
😂😮🤦‍♀️,0
Jan ne gadishmeri per klandestinet qe do hyn ne shtetin e tiranes 🙄,0
Rrofsh qe na tregove - ishim  ne merak tmadh😊,0
🎓🎓🎓🎓🎓🎓🎓🎓,0
Oh je,0
der lamboje🤣ska dit ta mbyll,0
Nuk esht shum cudi e madhe se policia shqiptare esht,0
😂😂,0
Polici vari leshi🤣🤣,1
Po normal se kapakat tjer i kan fut ne gje,0
😂😂😂😂😂 ekonomia e madhe ka plas,0
Ca po thot mor vlla se nuk e koptova fare. Ca gjuhe po flet,0
Kjo esht dora e par kur te behen zgjedhjet hidhet dhe asfalti  i 2yt,0
Me mir pak sesa hic,0
Ndersa ne shqiperi (albaniaa)🤣🤣eshte m i fort kapaku i nj shishe se asfalti😉😉😉👋👋,0
Pse ne kosovoe shiko ne tirane 🙄🙄🙄,0
Mos u merzit se ka dhe me keq,0
Ahahahahahahah,0
Ja kane mor doren tgjith vjedhjes tani. Ku t'dali e si t'dali.,0
Minimumi bahet 5 cm... 3 cm  i fusin nxhep 🚧🚦,0
Ik e hut thuj shyqyr se ta kan shtru rrugen,1
Aq tax ke paguar per shtetin ti aq e ben aji sa po e don ti,0
Turp per hajdutet,0
nuk na dalin problemet  tona por duhet të merremi edhe me problemet e këtyre,0
A asht savatim a,0
Sa mir kupjoni Shqiperin 😂,0
@erblin.mehollii mitrovoc thot,0
Asfalti i kosoves gjithnje esht me i mir se i shqiperis,0
Po kshu eshte kur gjith jeten ke par vtm balt dhe lluc dhe se ke iden si mund te shtrohet 1 rrug,0
Bobobo skan me qfar me u mar 😂,0
🤦‍♂️,0
esht tapet jo asfalt 😉,0
Kan mesuar dhe ata nga ne,0
Sa ma cekt aq ma mir 🤣,0
Po thuj kti bosit ta uli edhe cik telin,0
Me mire se ne i kane,0
Experti I tapes foli. Ja dhe tapa shume e vogel,0
He nanen e shkijev,1
Keq E mir shyqyr qe E kan bo 😁😁😁,0
Hahahaha edhe shkau I ka pas bo ma mir se kto shkijet ton,0
Ik mer pall ti e paske mir me asfalt kurse ktu n shqipri jan gropat sa ti n kom,1
🤣🤣🤣 @sw_eety713,0
se mos shtrohet ma i trash ne shqiperi 🤣🤣🤣🤣,0
😯😯😯,0
Aman shih he tr qe ska as kshu po' he.  Qani hallin kosoves🤦🤦🤦🤦,0
"mos beni kot si eksperta , se beni aq shum te diturin saqe zdini asgje fare",0
Shtresa e dyt ne 2045,0
@belisuruci 😂😂,0
"E meritoni ju te mitrovices se shumica e ka votu PDK-n , von i keni qel syt po sidoqoft me mir von se kurrë.. shyqyr qe e ke postu brravo 💪",0
"si ne shqiperi ,njelloj",0
Ashtu tduket por gërmoje pak,0
Pak kena magut kto karat e shqionis edhe ju karat e kosoves na mungoshit me kto video,1
Kena bolla asfaltin ne shipri ato te pakten e kan kurse se e kemi gropa gropa dhe autostraden,0
E ky zogu shkon ankohet tek JOQ🤦🏻‍♀️,0
mos u qani kte dimer e kaloni mir,0
😂😂,0
Eshte vete shtresa e pare normale shtrohen dhe dy shtresa 👍,0
Ai eshte dora fundit tapeti,0
Me mire cilesi se sasi 😉,0
O figur na smun jena tu zgjidh punt tona ti thu ne mitrovic 😂😂,0
O Tap topi jan edhe 3 shtresa t tjera posht atij asfalti 🤣,1
😂😂😂😂😂😂,0
+/ -  3-4 cm nk prish pun 😂😂,0
Mossss paskan hedh shum...kta do ndjekur penalisht....duhej me holl akoma 🙏🙏🙏🙏,0
Ma mir pak se hiq 😂😂😂,0
Cke mor burr qe merzitesh se eshte shtresa e pare....Shtresen e dyte e keni mbas 100 viteve,0
😂😂,0
Lali Eri apo Edi e ka fajin 🤔,0
Po me duket si shaolin gangu ky😂,0
Maje kapakun ti Shih mos gjen noj vrim e meru me pun tjera🙄🤔,0
Cka po don mor 😂,0
cka je ka thu bre o shoq,0
@egzonkahrimani,0
Po pse smore nji tap shishe birre ndoshta ju pershtaste mo shum 😂😂😂,0
Me mir kaq se sa juve shqipri skeni fare fshatra t lodhur jan 🤔,0
Cka po thu bre se hic spo kuptohesh 😂,0
😂😂😂mire edhe kaq thuaj,0
Kosova paska asfalt? Ata qenkan shtet i pasur 😂,1
Prap tek ju i trash eshte ne shqiperi si peta e bakllavas bphet trashsia,0
"po nje fare jemi ne,cfar pret.",0
"Ne kemi mbi 100 vjet shtet kosova aq ka,mos pretendo ndonje gje te madhe!!",0
🤣🤣🤣🤣,0
Ma mir qishtu se sa nshqipri ska hiq 🤘,0
I zgjidhet hallet e pafundme ne shqiperi juve dhe po merreni me kasoven...a pika 🤦‍♀️🤦‍♀️🤦‍♀️ te pakten ata kane asfalt sa tapa e shishes po shikoni ne shqiperi qe e keni tr si babiloni pa asfalt po si mesjete 😒🤦‍♀️😷,0
Po shyqyr e regulloin po he se mir e kan,0
"Prap tu fol per kosoven ju,a ju thashe qe duhet vec sene tmira me than per kosoven e me shajt shqipnin qe mu gzu katunaret e kosoves",0
😘,0
Te ka qellu tapa e holle shume ty vlla...😜😜,0
Kush e kuptoi me  burr😂😂😂😂😂,0
E kan me kursim asfaltin😛😛😛,0
AI esht asfalt garanci 1000% i sigurt rruge per miza,0
"Edhe aq e me thon shyqyr,po si pelqej kujt tshkoje te ia hedhe dhe i dor 😂",0
Srz e keni 😂,0
Mall  edhe kaq..Eshte  asfalt provizor😜,0
😂😂,0
Ja fuska tapa e shishes glina 😂😂,0
Kan ber shaka sa serjozisht e merni dhe ju ne shqipri kan me vite te tera qe bejn shaka,0
😂😂😂😂😂😂😂,0
bravo ke fol drejt,0
Mir e ka ai po gjith ato slogane dhe fjal qe ka shkruar qe 1 vit kan ren ne vesh te shurdhet ose ska ngel kush me ti shikoj apo degjoj ne shqiperi.,0
Ty bravo të qoftë por kuj ja shkruan.duhet të mësosh të shkruash delishten se nuk të kuptojnë delet po për kundrazi të ofendojnë,0
O JOQ ca osht ky rob kshu m po tket ankesa ne lidhje me politiken le ti shprehi nepermjet televizionit ose komunikimit jo instagramit e ca u bo tani qe boni ky robi nje poster asigjo,0
A ti ke te drejt Po kush te degjon ty more,0
👏🏻👏🏻👏🏻👏🏻,0
Nuk e kthejne shqipireni me banderola o miku duhet te ngrihemi te gjithe ta djegim fare deri sa te ikin plerat nga pushteti,0
Komunista k,1
Cna c k me do pedera,1
Sa m2 do 2 m2,0
Fjal me ven!!.,0
Dallaveri😂😂😂,0
"Atëherë e ngritën flamurin sepse shumica u bene bashke ,katolik ,musliman,ortodoks e te pa fe,sepse shqiptaret qe jane shqepetar le ta ndërrojnë fenë sa te duan,le te besojnë ku te duan,gjaku dhe rraca nuk ndryshohen.",0
Respect 👊👊👊,0
S tu mbarua akoma boja 🤣?,0
Ti e ke ne terezi te leh qeni shtrire,0
"Te beri joq te famshem me kto budalliqe , ik tani puno se je ber vip te marin te gjith",0
😢,0
Ke harruar te shtosh nje Dilaver qe del e ben tipin per interesin e vet😉,0
Ore ti qenke kokra boles spaske pun tje ter ti,1
BRAVO 👏👏👏👏,0
Kismet vlla kismet,0
Po ky idjot a ska pune tjeter me bere  do pjerdhi politika ca thot ky,1
si nuk u lodh njeher ky rob😂,0
👏👏 I here ke fol taman 👌,0
je i modh fare 👏👏👏👏,0
Ti sje per politik po' ik puno,0
Ti je nji injorant I pa pun,1
Pa hap mir Instagramin te del ky do na dalesh ne enderr me keta tabela,0
futu me tritol nparlament meqe tu paska shpif jeta...tpakten do kujtohesh si hero.,0
O ZOTI QEROS . PO IK SHKO LAHU LERE POLITIKEN SE NUK ESHTE PER TY. MIRE QE KE NDRYSHUAR PERSONIN QE TI SHKRUAN ATO COPAT E KARTONIT. SE I PARI ISHTE ANALFABET SI PUNA JOTE. PASKE VENE THE ZYZE . SI BRETKOSE NGJAN ME TO JO SI INTELEKTUAL O DALLAVER🤣🤣🤣🤣🤣,1
Cesht ky cjap,0
Iiiiii aman se na plaset me gjith kte puuuuu zot,0
Mos u dorezo 🙌,0
👏👍✌️,0
Po si nuk u lodhe iher mer trujt zoti..!!,0
ke harru ti vesh pikat shkojnave “i” 😂😂,0
"E shkaterroi kurvelliku , edhe 2 3 hund madha ne krye",1
10 per shkrimin🤣,0
👏👏👏👏👏,0
"O akoma ky tipi i neveritshem ,,,, po ik o vra veten ,,, idiot ,, cdo dite e njejta gje me kete acaruesin",1
Ska ndonje pun tjeter ky,0
Fiks!!!,0
Po skan lek me duhet me u qa hallin moter qirave,1
"Nuk eshte free, parkojm dhe ne po te duam por eshte nje aplikacion tirana ime ku e paguan parkimin online me tel, un e kam bere ca here, eshte e ndare me zona sasia e lekeve qe paguan, eshte me lire se sa te parkimi ne qender",0
Po behu me rilindjen dhe ti pse hankoesh ketu cfar do nga ne parking free 🤔,0
👏👏👏👏👏,0
Follow me,0
shum keq po cti bojm kur luan iteresi na ka ren kjo cti bojm.,0
🤔🤔Shkruaje Shqip. Apo DO TE DUKESH SE KE Kopjuar CA fjale NGA Google. Garrrr,1
😂😂😂,0
Ka lezet kur parko shteti 😅👑,0
Shum keq 😟😔,0
"É turpshme 
Qytetarit ja merr frymen dhe me gjoba 20mij lekshe, Nedrsa atyre qe nuk dine Ku te fshehin parate I le parkimet falas",0
Degjo mua shpoju gomat qe mos parkojne me aty her tjeter 😉,0
Po i duhet leku hoxhes o popull se ata nuk rrojn dot si neve.😉,0
@nd_alboy ca boni kshu mer 😂😂,0
Turp  per vendin  ton  dhe mbahet  si vendi  me I edukuar  per fen  qe skemi  raxizem  ndaj  njeri tjetri  pavarsisht  feve  te ndryshme  qe kemi  per kete gje jemi  krenar  dhe e respektojm  njeri  tjetrin  po keto  gjera  duhet  te nderhy  shteti  qe kurr  nuk  kemi  pasur  asnje  her  shtet  sa ka hyr  demokracija  vetem  korruptusa  politikan  legena,1
C4 ne themel duhet 🔥,1
Shum gabim qe ekan lejuar,0
Po xhami esht per cfar hy npun minarja  me pshurr mto se na ulen si komb,0
Puhhh legena ata qe i kan leju e legena ata qe i kan vu,1
Koncert ne vitin 1936... pse lart minares do kendoni...,0
Une dua te di si do reagoje Komuniteti musliman i Tiranes. Apo.. ..,0
Turp ti vi atit imamit te asaj zone qe kthen fen muslimane ne nje biznes,0
"Biznese jan te dyja, njera shet sherbime komunikimi, tjetra shet sherbime funeralesh",0
Mos jan bokse se atoporlant nuk shoh,0
Nese te ardhurat kalojne per xhamin nuk ka ndonje problem,0
"Po pun e madhe...nuk egzistojn vetem xhamit o njesh,ka dhe kisha shyqyr zotit ne shqiperi",0
@greta_skuka 😋,0
@esmeralda_malaj_ leku s njeh fe ☺😉,0
Do ket marr naj lek hoxha i asaj xhamie qe i ka pranu me i vendos,0
bisnez,0
"Ka faj populli që nuk i heq këto antena, kompanitë le të vendosin shtylla enkas për ktë pun e jo të përdorin minaren e xhamisë. Xhamija është kult fetarë dhe duhet të rrespektohet si i tillë.",0
Njerzit po vdesin per buk e ju bani xhamija e qani hallin e xhamijave se e doni turkun shum e keni vlla  e  nuk thoni qe po vuajm per buk po vuni per xhamija qa jan keto njerez injoranta,0
"E paska shtrir zoti kabllin , i kthen pergjigje njerezimit me telefon , e ka kuptuar qe sna merr dot vemendjen nga telefoni😂😂😂😂😂",0
🤣🤣🤣🤣🤣🤣,0
Zoti eshte perfekt njerzit me plot e perplot gabime mos perzini zotin per njerzit e pa mend,0
O popull sjan antena OOOOOÒOOOO jan ARTOPOLANTA keni shku per lesh,1
Po sikur te jen artopalanta per kur hoxha te thirr ze te shperndaget zeri 🤔,0
Jepja leket ti per te pagujt dritta uj koqe meru me nai pun tjeter fuks,0
Aman na leni me keto marrina e shpetuan kombin shqiptar xhamiat si u verbuam si komb spo na don as kush me kete dhoj mentaliteti turko arab europa na mbyll dyert sa te merremi me xhamia sdo na doj kush turp per ne si jemi katandisur,0
"Ehhhhhhaaaaa skeni par gje akoma,keto e mbushen sirine me gra e femije shqiptar",0
Shikoni se ke wifi aty Albtelecom Hoxha 😜,0
E qysh me kerku meshir nga allahi. shiko ku ka arritur gjendja. pfffffff,0
